date,value,ma7,ma21,26ema,12ema,MACD,ema,momentum
03-14-2011 00:00:00,1296.39,1314.782857142857,,1316.750919978961,1313.5909068214505,-3.160013157510548,1303.9625241554684,9.170000000000073
03-15-2011 00:00:00,1281.87,1309.8428571428572,1319.047380952381,1314.8688121455125,1310.8629023626756,-4.005909782836852,1298.914174718007,-7.889999999999873
03-16-2011 00:00:00,1256.88,1304.2314285714288,1316.645,1311.8734956565909,1306.2864679781264,-5.5870276784644375,1287.551391572307,-14.52000000000021
03-17-2011 00:00:00,1273.72,1296.6242857142859,1313.2578571428571,1306.9636881191884,1298.518893979649,-8.444794139539454,1267.1037971905519,-24.98999999999978
03-18-2011 00:00:00,1279.2,1289.7528571428572,1310.2769047619047,1304.040153180536,1294.633168649026,-9.406984531510034,1271.5145990635328,16.839999999999918
03-21-2011 00:00:00,1298.38,1283.9214285714286,1307.3611904761906,1301.8855279755207,1292.221810005403,-9.66371797011766,1276.6381996878504,5.480000000000018
03-22-2011 00:00:00,1293.77,1284.3885714285716,1305.2359523809525,1301.5852628638909,1293.181694865563,-8.403567998327844,1291.1327332292892,19.180000000000064
03-23-2011 00:00:00,1297.54,1282.8871428571426,1303.547619047619,1300.9235120210535,1293.2732094036064,-7.650302617447096,1292.89091107643,-4.610000000000127
03-24-2011 00:00:00,1309.66,1283.0514285714287,1302.695238095238,1300.640021002199,1293.9358022353915,-6.704218766807571,1295.9903036921435,3.769999999999982
03-25-2011 00:00:00,1313.8,1287.0214285714287,1302.8028571428572,1301.388499987231,1296.374101469781,-5.01439851744999,1305.103434564048,12.120000000000118
03-28-2011 00:00:00,1310.19,1295.152857142857,1303.1695238095238,1302.409316367435,1299.072983730068,-3.3363326373669224,1310.9011448546826,4.139999999999873
03-29-2011 00:00:00,1319.44,1300.3628571428574,1302.7080952380954,1303.0440709078575,1300.792986933509,-2.251083974348603,1310.427048284894,-3.6099999999999
03-30-2011 00:00:00,1328.26,1306.1114285714286,1302.337619047619,1304.3716980677814,1303.6755033548181,-0.6961947129632335,1316.4356827616314,9.25
03-31-2011 00:00:00,1325.83,1310.3799999999999,1303.3819047619047,1306.2927517882545,1307.4730561847791,1.1803043965246616,1324.3185609205439,8.819999999999936
04-01-2011 00:00,1332.41,1314.9599999999998,1304.21,1307.853996993428,1310.306876356615,2.452879363187094,1325.3261869735145,-2.4300000000000637
04-04-2011 00:00,1332.87,1319.9414285714286,1304.2785714285715,1309.8049092365072,1313.7172088938883,3.912299657381027,1330.0487289911716,6.580000000000155
04-05-2011 00:00,1332.63,1323.2571428571428,1304.8366666666666,1311.6275783603626,1316.6710124801086,5.043434119746053,1331.9295763303905,0.459999999999809
04-06-2011 00:00,1335.54,1325.9471428571428,1305.9080952380953,1313.2790766101552,1319.1313301424148,5.85225353225951,1332.3965254434636,-0.23999999999978172
04-07-2011 00:00,1333.51,1329.5685714285714,1306.5614285714287,1315.0215902955135,1321.6601667267248,6.638576431211277,1334.4921751478212,2.9099999999998545
04-08-2011 00:00,1328.17,1331.5785714285714,1307.2038095238095,1316.462746933353,1323.4859217492424,7.023174815889433,1333.8373917159404,-2.0299999999999727
04-11-2011 00:00,1324.46,1331.5657142857142,1308.7780952380951,1317.371795204554,1324.207453297771,6.8356580932170345,1330.0591305719802,-5.339999999999918
04-12-2011 00:00,1314.16,1331.3700000000001,1309.7390476190476,1317.9202220404222,1324.2463478759162,6.32612583549394,1326.3263768573267,-3.7100000000000364
04-13-2011 00:00:00,1314.41,1328.7628571428572,1310.585238095238,1317.6302433236326,1322.6932086277789,5.062965304146246,1318.2154589524423,-10.299999999999955
04-14-2011 00:00:00,1314.52,1326.1257142857144,1312.1347619047617,1317.3826598741916,1321.4179007028868,4.035240828695123,1315.6784863174807,0.25
04-15-2011 00:00:00,1319.68,1323.5385714285715,1314.8795238095238,1317.1631852665776,1320.3560031019117,3.1928178353341536,1314.906162105827,0.10999999999989996
04-18-2011 00:00:00,1305.14,1321.2728571428572,1317.0680952380953,1317.3556453540484,1320.2519460670355,2.896300712987113,1318.0887207019423,5.160000000000082
04-19-2011 00:00:00,1312.62,1317.22,1318.3033333333333,1316.423750999797,1317.9259615526769,1.5022105528798875,1309.456240233981,-14.539999999999964
04-20-2011 00:00:00,1330.36,1314.9985714285715,1318.9814285714285,1316.1342151363756,1317.1093419866604,0.9751268502848234,1311.5654134113267,7.479999999999791
04-21-2011 00:00:00,1337.38,1315.8414285714287,1320.7238095238095,1317.2148514091095,1319.1485762410557,1.933724831946165,1324.0951378037755,17.74000000000001
04-22-2011 00:00:00,1336.315,1319.1585714285716,1322.6209523809525,1318.7437724730282,1321.9541923753152,3.210419902286958,1332.9517126012586,7.020000000000209
04-25-2011 00:00:00,1335.25,1322.287857142857,1323.8902380952381,1320.0737005836418,1324.1640683906917,4.090367807049915,1335.1939042004196,-1.0650000000000546
04-26-2011 00:00:00,1347.24,1325.2492857142856,1324.9116666666666,1321.220511104506,1325.8699366302012,4.649425525695278,1335.23130140014,-1.0650000000000546
04-27-2011 00:00:00,1355.66,1329.1864285714287,1326.6759523809524,1323.1837680407375,1329.158193735775,5.974425695037553,1343.2371004667132,11.990000000000009
04-28-2011 00:00:00,1360.48,1336.4035714285715,1328.4007142857142,1325.6308325913294,1333.2359771228726,7.6051445315431465,1351.5190334889046,8.420000000000073
04-29-2011 00:00:00,1363.61,1343.2407142857141,1329.935,1328.2533518378077,1337.427871868498,9.174520030690246,1357.4930111629683,4.819999999999936
05-02-2011 00:00,1361.22,1347.9907142857144,1331.7340476190477,1330.9109265334287,1341.4563035355907,10.545377002162013,1361.5710037209894,3.1299999999998818
05-03-2011 00:00,1356.62,1351.3964285714285,1333.1059523809524,1333.1866192728621,1344.4971353431367,11.310516070274616,1361.33700124033,-2.3899999999998727
05-04-2011 00:00,1347.32,1354.297142857143,1334.236904761905,1334.944291987978,1346.3623280080174,11.41803602003938,1358.1923337467767,-4.600000000000136
05-05-2011 00:00,1335.1,1356.0214285714285,1334.9364285714287,1335.8716940261693,1346.5096712889667,10.637977262797449,1350.9441112489255,-9.299999999999955
05-06-2011 00:00,1340.2,1354.287142857143,1334.915476190476,1335.813915241671,1344.7542452221896,8.940329980518527,1340.3813704163085,-12.220000000000027
05-09-2011 00:00,1346.29,1352.0785714285714,1335.2340476190477,1336.142051030168,1344.053561030992,7.91151000082391,1340.2604568054362,5.100000000000136
05-10-2011 00:00,1357.16,1350.0514285714285,1336.0969047619049,1336.9006881666085,1344.3976414789386,7.496953312330106,1344.2801522684788,6.089999999999918
05-11-2011 00:00,1342.08,1349.1299999999999,1337.6540476190476,1338.414192704148,1346.3611436090987,7.946950904950654,1352.8667174228265,10.870000000000118
05-12-2011 00:00,1348.65,1346.3957142857143,1338.9835714285714,1338.6878796282674,1345.7024884310688,7.014608802801376,1345.6755724742754,-15.080000000000155
05-13-2011 00:00:00,1337.77,1345.2571428571428,1340.6140476190476,1339.4312103437212,1346.155962060569,6.724751716847777,1347.6585241580917,6.570000000000164
05-16-2011 00:00:00,1329.47,1343.892857142857,1341.7211904761905,1339.307325050436,1344.8657892282358,5.558464177799806,1341.0661747193637,-10.88000000000011
05-17-2011 00:00:00,1328.98,1343.0885714285712,1342.187380952381,1338.5740709257723,1342.497167708748,3.92309678297579,1333.3353915731213,-8.299999999999955
05-18-2011 00:00:00,1340.68,1341.4857142857143,1343.3226190476191,1337.8592800471486,1340.417574798568,2.558294751419453,1330.4317971910405,-0.4900000000000091
05-19-2011 00:00:00,1343.6,1340.6842857142858,1344.6588095238094,1338.0693430817232,1340.4579483770806,2.3886052953573653,1337.2639323970136,11.700000000000045
05-20-2011 00:00:00,1333.27,1338.7471428571428,1345.2892857142858,1338.4810553896366,1340.9413457021449,2.4602903125082776,1341.487977465671,2.9199999999998454
05-23-2011 00:00:00,1317.37,1337.4885714285715,1345.0935714285715,1338.0932774230068,1339.7611288215244,1.6678513985175414,1336.0093258218903,-10.329999999999927
05-24-2011 00:00:00,1316.28,1333.02,1344.1914285714286,1336.5516903134994,1336.316315446192,-0.23537486730742785,1323.5831086072967,-15.900000000000091
05-25-2011 00:00:00,1320.47,1329.95,1343.2880952380954,1335.0441713791847,1333.2337869588432,-1.8103844203415065,1318.7143695357656,-1.0899999999999181
05-26-2011 00:00:00,1325.69,1328.6642857142856,1342.0133333333333,1333.960668571429,1331.2701174985325,-2.6905510728965965,1319.8847898452552,4.190000000000055
05-27-2011 00:00:00,1331.1,1328.1942857142858,1340.5861904761905,1333.3459595922163,1330.4116342106988,-2.9343253815175103,1323.7549299484183,5.220000000000027
05-30-2011 00:00:00,1338.15,1326.8257142857142,1339.1871428571428,1333.179072649045,1330.5175370231827,-2.6615356258623706,1328.6516433161394,5.4099999999998545
05-31-2011 00:00:00,1345.2,1326.047142857143,1337.9747619047619,1333.5483540052974,1331.6917656932205,-1.8565883120768376,1334.9838811053799,7.050000000000182
06-01-2011 00:00,1314.55,1327.7514285714285,1337.2119047619046,1334.413748750726,1333.7699609728024,-0.643787777923535,1341.7946270351267,7.0499999999999545
06-02-2011 00:00,1312.94,1327.3485714285714,1335.2085714285715,1332.9387145209557,1330.813037415391,-2.1256771055648187,1323.6315423450421,-30.65000000000009
06-03-2011 00:00,1300.16,1326.8714285714286,1333.5714285714287,1331.4539305479598,1328.0633342489834,-3.390596298976334,1316.5038474483474,-1.6099999999999
06-06-2011 00:00,1286.17,1323.97,1331.9076190476192,1329.1309395564047,1323.7705068548255,-5.360432701579157,1305.6079491494493,-12.779999999999973
06-07-2011 00:00,1284.94,1318.3242857142857,1329.334761904762,1325.9423921415305,1317.9858058069606,-7.95658633456992,1292.6493163831499,-13.990000000000009
06-08-2011 00:00,1279.56,1311.73,1326.4133333333334,1322.8996505568591,1312.9018299673846,-9.997820589474486,1287.5097721277168,-1.2300000000000182
06-09-2011 00:00,1289.0,1303.3600000000001,1322.7180952380954,1319.6838971452435,1307.7723127852573,-11.911584359986136,1282.2099240425723,-5.380000000000109
06-10-2011 00:00,1270.98,1295.3314285714284,1320.1904761904761,1317.4074705327555,1304.884262339846,-12.523208192909578,1286.736641347524,9.440000000000055
06-13-2011 00:00:00,1271.83,1289.107142857143,1316.4919047619048,1313.963432160591,1299.668218427366,-14.295213733225182,1276.2322137825079,-18.019999999999982
06-14-2011 00:00:00,1287.87,1283.2342857142855,1313.3519047619047,1310.8382643588332,1295.3854131242397,-15.452851234593481,1273.2974045941692,0.849999999999909
06-15-2011 00:00:00,1265.42,1281.4785714285715,1311.3709523809523,1309.1348054114678,1294.2291951567022,-14.905610254765634,1283.0124681980562,16.039999999999964
06-16-2011 00:00:00,1267.64,1278.5142857142857,1308.3442857142857,1305.8929605851192,1289.7970094576697,-16.095951127449553,1271.2841560660188,-22.449999999999818
06-17-2011 00:00:00,1271.5,1276.042857142857,1304.8661904761905,1303.05640133556,1286.3882375817604,-16.66816375379949,1268.8547186886728,2.2200000000000273
06-20-2011 00:00:00,1278.36,1274.8914285714286,1301.432857142857,1300.7165937540092,1284.0977388155995,-16.61885493840964,1270.618239562891,3.8599999999999
06-21-2011 00:00:00,1295.52,1273.3714285714286,1298.8180952380953,1299.0590434948435,1283.2150095463894,-15.844033948454125,1275.77941318763,6.8599999999999
06-22-2011 00:00:00,1287.14,1276.8771428571429,1297.777619047619,1298.7966713588464,1285.1080854012025,-13.688585957643909,1288.9398043958765,17.160000000000082
06-23-2011 00:00:00,1283.5,1279.064285714286,1296.3899999999999,1297.9325409809974,1285.4206877031188,-12.511853277878572,1287.7399347986257,-8.379999999999882
06-24-2011 00:00:00,1268.45,1278.44,1294.6295238095238,1296.862692098577,1285.1251972425057,-11.737494856071407,1284.9133115995419,-3.6400000000001
06-27-2011 00:00:00,1280.1,1278.8728571428571,1291.9038095238095,1294.7566415052793,1282.5597819533866,-12.196859551892658,1273.9377705331806,-15.049999999999955
06-28-2011 00:00:00,1296.67,1280.652857142857,1289.4752380952382,1293.6702924811673,1282.1813539195261,-11.488938561641135,1278.0459235110602,11.649999999999864
06-29-2011 00:00:00,1307.41,1284.2485714285715,1287.5,1293.8926203560668,1284.410376597948,-9.482243758118784,1290.4619745036869,16.570000000000164
06-30-2011 00:00:00,1320.64,1288.3985714285716,1285.7004761904764,1294.8944389407438,1287.948780472953,-6.945658467790736,1301.7606581678956,10.740000000000009
07-01-2011 00:00,1339.67,1291.9871428571428,1285.990476190476,1296.8024543014694,1292.9781991921004,-3.8242551093690054,1314.3468860559653,13.230000000000018
07-04-2011 00:00,1338.775,1299.4914285714287,1287.2633333333333,1299.9792722217826,1300.1615535618112,0.18228134002856677,1331.228962018655,19.029999999999973
07-05-2011 00:00,1337.88,1307.3878571428572,1289.1021428571428,1302.8542399695684,1306.102084062459,3.2478440928905457,1336.2596540062184,-0.8949999999999818
07-06-2011 00:00,1339.22,1317.3064285714286,1291.5645238095237,1305.4497522921,1310.9909944012518,5.541242109151881,1337.3398846687396,-0.8949999999999818
07-07-2011 00:00,1353.22,1325.7521428571429,1294.1492857142857,1307.9521551694424,1315.3339184857598,7.381763316317347,1338.59329488958,1.3399999999999181
07-08-2011 00:00,1343.8,1333.8307142857143,1297.6569047619046,1311.3064496670386,1321.1625465770999,9.856096910061297,1348.34443162986,14.0
07-11-2011 00:00,1319.49,1339.0292857142856,1300.2664285714284,1313.7141242307384,1324.6452318030485,10.931107572310111,1345.3148105432867,-9.420000000000073
07-12-2011 00:00,1313.64,1338.865,1302.5764285714286,1314.1420894803007,1323.8521192017847,9.710029721484034,1328.0982701810956,-24.309999999999945
07-13-2011 00:00:00,1317.72,1335.1464285714285,1304.567380952381,1314.1048877991361,1322.281023912852,8.176136113715984,1318.4594233936987,-5.849999999999909
07-14-2011 00:00:00,1308.87,1332.1385714285716,1305.9888095238098,1314.372739673425,1321.5793279160105,7.20658824258544,1317.9664744645663,4.079999999999927
07-15-2011 00:00:00,1316.14,1327.9942857142858,1308.057857142857,1313.9650366112585,1319.6240466739978,5.6590100627392985,1311.9021581548552,-8.850000000000136
07-18-2011 00:00:00,1305.44,1324.697142857143,1310.367380952381,1314.1261789414148,1319.0880394877775,4.961860546362686,1314.7273860516186,7.270000000000209
07-19-2011 00:00:00,1326.73,1317.8714285714286,1311.9835714285716,1313.4826328082415,1316.988341086463,3.505708278221391,1308.5357953505397,-10.700000000000045
07-20-2011 00:00:00,1325.84,1315.4328571428573,1314.286904761905,1314.4640964464425,1318.487057853613,4.022961407170442,1320.6652651168467,21.289999999999964
07-21-2011 00:00:00,1343.8,1316.34,1315.7307142857144,1315.3068968460152,1319.6182797294546,4.311382883439364,1324.1150883722821,-0.8900000000001
07-22-2011 00:00:00,1345.02,1320.6485714285716,1318.4288095238096,1317.4178237916376,1323.338544406405,5.920720614767333,1337.2383627907607,17.960000000000036
07-25-2011 00:00:00,1337.43,1324.5485714285714,1321.3583333333333,1319.4627224854808,1326.674152974396,7.211430488915312,1342.4261209302535,1.2200000000000273
07-26-2011 00:00:00,1331.94,1328.6285714285714,1324.6430952380954,1320.7938085553203,1328.328898676994,7.5350901216736474,1339.0953736434178,-7.589999999999918
07-27-2011 00:00:00,1304.89,1330.8857142857144,1327.1116666666667,1321.619553819459,1328.8844527284914,7.264898909032354,1334.325124547806,-5.490000000000009
07-28-2011 00:00:00,1300.67,1330.8071428571427,1327.5030952380953,1320.3801866178374,1325.1929984524254,4.812811834588047,1314.701708182602,-27.049999999999955
07-29-2011 00:00:00,1292.28,1327.0842857142857,1327.182142857143,1318.920018987396,1321.420229450972,2.5002104635761953,1305.3472360608673,-4.220000000000027
08-01-2011 00:00,1286.94,1322.2900000000002,1325.8316666666667,1316.9464917645516,1316.937117218925,-0.009374545626542385,1296.6357453536223,-8.3900000000001
08-02-2011 00:00,1254.05,1314.1671428571428,1323.3207142857143,1314.7235879251762,1312.322176100638,-2.4014118245381724,1290.171915117874,-5.339999999999918
08-03-2011 00:00,1260.34,1301.1714285714286,1319.2861904761905,1310.2288722379521,1303.3572259186801,-6.871646319272031,1266.0906383726247,-32.8900000000001
08-04-2011 00:00,1200.07,1290.1585714285716,1315.5938095238096,1306.5331140783185,1296.7391911540715,-9.793922924247,1262.2568794575416,6.289999999999964
08-05-2011 00:00,1199.38,1271.32,1308.967619047619,1298.6463920863719,1281.867007884599,-16.779384201772928,1220.7989598191805,-60.26999999999998
08-08-2011 00:00,1119.46,1256.2471428571428,1301.6419047619047,1291.2928378844842,1269.1766989684456,-22.116138916038608,1206.5196532730604,-0.6899999999998272
08-09-2011 00:00,1172.53,1230.3600000000001,1290.9590476190479,1278.5636971640067,1246.1433606489747,-32.42033651503198,1148.4798844243535,-79.92000000000007
08-10-2011 00:00,1120.76,1213.2528571428572,1283.9609523809524,1270.708902215246,1234.8182282345201,-35.89067398072598,1164.513294808118,53.069999999999936
08-11-2011 00:00,1172.64,1189.5128571428572,1274.7761904761905,1259.6009908074636,1217.27080849706,-42.33018231040364,1135.344431602706,-51.76999999999998
08-12-2011 00:00,1178.81,1177.8828571428571,1267.8676190476192,1253.1591216306208,1210.4045302637392,-42.75459136688164,1160.2081438675687,51.88000000000011
08-15-2011 00:00:00,1204.49,1166.2357142857143,1261.6742857142858,1247.6515304743752,1205.5438332982876,-42.10769717608764,1172.6093812891895,6.169999999999845
08-16-2011 00:00:00,1192.76,1166.8671428571429,1256.3576190476192,1244.4542463264188,1205.3817050985003,-39.072541227918464,1193.8631270963965,25.680000000000064
08-17-2011 00:00:00,1193.89,1165.9214285714286,1250.9919047619046,1240.624894578309,1203.4399043136011,-37.18499026470795,1193.127709032132,-11.730000000000018
08-18-2011 00:00:00,1140.65,1176.5542857142857,1244.6661904761904,1237.1629263806487,1201.9706882650253,-35.19223811562347,1193.6359030107108,1.1300000000001091
08-19-2011 00:00:00,1123.53,1172.0,1235.847619047619,1230.0135833216275,1192.536736222462,-37.476847099165525,1158.311967670237,-53.24000000000001
08-22-2011 00:00:00,1123.82,1172.3957142857143,1225.3585714285714,1222.1256679586932,1181.9203152634554,-40.20535269523771,1135.1239892234123,-17.12000000000012
08-23-2011 00:00:00,1162.35,1165.4214285714286,1214.825238095238,1214.8435593154811,1172.9818052217095,-41.86175409377165,1127.587996407804,0.2899999999999636
08-24-2011 00:00:00,1177.6,1163.07,1206.4880952380952,1210.9550450130755,1171.34614287972,-39.608902133355514,1150.7626654692679,38.52999999999997
08-25-2011 00:00:00,1159.27,1159.2285714285715,1199.1385714285714,1208.4842406320909,1172.3082747444719,-36.175965887618986,1168.654221823089,15.25
08-26-2011 00:00:00,1176.8,1154.4442857142856,1192.2042857142858,1204.8386589378465,1170.3023863220803,-34.536272615766165,1162.3980739410297,-18.329999999999927
08-29-2011 00:00:00,1210.08,1152.002857142857,1186.3057142857142,1202.7616777770388,1171.3020191956762,-31.459658581362646,1171.9993579803431,17.529999999999973
08-30-2011 00:00:00,1212.92,1161.9214285714286,1182.3914285714286,1203.3037862230435,1177.2678623966929,-26.035923826350654,1197.3864526601144,33.27999999999997
08-31-2011 00:00:00,1218.89,1174.6914285714286,1178.8666666666668,1204.0161111339048,1182.752806643629,-21.263304490275914,1207.7421508867048,2.8400000000001455
09-01-2011 00:00,1204.42,1188.2728571428572,1177.1923809523807,1205.1178989816424,1188.312374852536,-16.80552412910629,1215.1740502955683,5.970000000000027
09-02-2011 00:00,1173.97,1194.282857142857,1174.5295238095237,1205.066201965638,1190.7904710291575,-14.275730936480386,1208.0046834318562,-14.470000000000027
09-05-2011 00:00,1169.605,1193.7642857142857,1173.2866666666666,1202.7627467931773,1188.202706255363,-14.560040537814302,1185.3148944772854,-30.450000000000045
09-06-2011 00:00,1165.24,1195.2407142857141,1171.8688095238097,1200.3065850127516,1185.3415206775414,-14.965064335210172,1174.8416314924286,-4.365000000000009
09-07-2011 00:00,1198.62,1193.5892857142858,1174.0488095238095,1197.7090284813908,1182.2489790347759,-15.460049446614903,1168.4405438308095,-4.365000000000009
09-08-2011 00:00,1185.9,1191.952142857143,1175.2911904761904,1197.7765086160266,1184.7675976448566,-13.008910971170053,1188.5601812769364,33.37999999999988
09-09-2011 00:00,1154.23,1188.092142857143,1178.3930952380954,1196.896758027902,1184.9418133918043,-11.954944636097707,1186.7867270923123,-12.7199999999998
09-12-2011 00:00,1162.27,1178.855,1177.5164285714284,1193.7362267997325,1180.2169190237726,-13.519307775959987,1165.082242364104,-31.670000000000073
09-13-2011 00:00:00,1172.87,1172.8335714285715,1176.7288095238096,1191.4053742665735,1177.4558545585462,-13.94951970802731,1163.207414121368,8.039999999999964
09-14-2011 00:00:00,1188.68,1172.6764285714287,1175.223095238095,1190.0323721708248,1176.7503384726094,-13.2820336982154,1169.649138040456,10.599999999999909
09-15-2011 00:00:00,1209.11,1175.4014285714286,1175.0288095238095,1189.9321956836861,1178.5856710152996,-11.346524668386564,1182.3363793468186,15.810000000000173
09-16-2011 00:00:00,1216.01,1181.6685714285716,1175.7535714285714,1191.3527839018748,1183.281721628362,-8.07106227351278,1200.1854597822728,20.429999999999836
09-19-2011 00:00:00,1204.09,1184.152857142857,1179.342142857143,1193.1792564020338,1188.3168413778735,-4.8624150241603274,1210.7351532607574,6.900000000000091
09-20-2011 00:00:00,1202.09,1186.7514285714285,1183.1783333333335,1193.987464567993,1190.7434811659048,-3.2439834020881335,1206.305051086919,-11.920000000000073
09-21-2011 00:00:00,1166.76,1193.5885714285712,1186.905476190476,1194.5876557721479,1192.4890994480804,-2.098556324067431,1203.495017028973,-2.0
09-22-2011 00:00:00,1129.56,1194.2299999999998,1187.115476190476,1192.5263371429417,1188.5307764560544,-3.995560686887302,1179.0050056763243,-35.32999999999993
09-23-2011 00:00:00,1136.43,1188.042857142857,1184.8278571428573,1187.8621414060833,1179.4583493089426,-8.403792097140695,1146.0416685587747,-37.200000000000045
09-26-2011 00:00:00,1162.95,1180.5785714285714,1183.740238095238,1184.0523360496147,1172.8386032613967,-11.213732788218067,1139.6338895195915,6.870000000000118
09-27-2011 00:00:00,1175.38,1173.9842857142855,1183.0807142857143,1182.489193548026,1171.317279682717,-11.171913865308852,1155.1779631731972,26.519999999999982
09-28-2011 00:00:00,1151.06,1168.18,1181.4283333333333,1181.9625845916075,1171.9423135776847,-10.020271013922866,1168.645987724399,12.430000000000064
09-29-2011 00:00:00,1160.4,1160.6042857142857,1178.4826190476192,1179.673496093362,1168.7296499503439,-10.943846143018163,1156.9219959081329,-24.320000000000164
09-30-2011 00:00:00,1131.42,1154.6485714285714,1175.697380952381,1178.245825004868,1167.4481653425971,-10.797659662270917,1159.240665302711,9.340000000000146
10-03-2011 00:00,1099.23,1149.6000000000001,1172.2211904761905,1174.777234776648,1161.9053706744994,-12.871864102148493,1140.6935551009037,-28.980000000000018
10-04-2011 00:00,1123.95,1145.267142857143,1168.6621428571427,1169.1811274794616,1152.263005955337,-16.918121524124672,1113.0511850336345,-32.190000000000055
10-05-2011 00:00,1144.03,1143.4842857142858,1166.4880952380952,1165.8306648152654,1147.9071588852817,-17.923505929983776,1120.3170616778782,24.720000000000027
10-06-2011 00:00,1164.97,1140.7814285714287,1165.4780952380952,1164.215796837943,1147.3106729029303,-16.905123935012625,1136.1256872259594,20.079999999999927
10-07-2011 00:00,1155.46,1139.2942857142857,1163.8757142857144,1164.2716638643062,1150.027492456327,-14.244171407979138,1155.3552290753198,20.940000000000055
10-10-2011 00:00,1194.89,1139.922857142857,1162.4261904761904,1163.6189466651722,1150.8632628476619,-12.755683817510317,1155.4250763584398,-9.509999999999991
10-11-2011 00:00,1195.54,1144.8500000000001,1164.362380952381,1165.9353254463992,1157.6366070249474,-8.298718421451895,1181.7350254528135,39.430000000000064
10-12-2011 00:00,1207.25,1154.01,1165.9466666666667,1168.1282682119027,1163.4678982518806,-4.660369960022081,1190.9383418176046,0.6499999999998636
10-13-2011 00:00:00,1203.66,1169.4414285714286,1167.5838095238096,1171.0261790541058,1170.2036062131317,-0.8225728409740896,1201.8127806058683,11.710000000000036
10-14-2011 00:00:00,1224.58,1180.8285714285714,1168.297142857143,1173.4435028190608,1175.350743718805,1.907240899744238,1203.0442602019561,-3.589999999999918
10-17-2011 00:00:00,1200.86,1192.3357142857144,1169.0338095238094,1177.2313968600663,1182.924475454375,5.693078594308645,1217.4014200673187,20.919999999999845
10-18-2011 00:00:00,1225.38,1197.462857142857,1168.3123809523809,1178.9816660529534,1185.683786922933,6.702120869979581,1206.3738066891062,-23.720000000000027
10-19-2011 00:00:00,1209.88,1207.4514285714286,1169.3261904761905,1182.418583848933,1191.7908966270982,9.372312778165224,1219.0446022297021,24.52000000000021
10-20-2011 00:00:00,1215.39,1209.5928571428574,1169.697142857143,1184.4527651084807,1194.573835607545,10.121070499064444,1212.9348674099008,-15.5
10-21-2011 00:00:00,1238.25,1212.4285714285713,1172.0128571428572,1186.7444145214256,1197.776322437154,11.031907915728425,1214.571622469967,5.509999999999991
10-24-2011 00:00:00,1254.19,1216.857142857143,1177.1885714285713,1190.5596467502896,1204.003042062208,13.443395311918266,1230.3572074899892,22.8599999999999
