date,series_id,value
2000-05-08,AAA10Y,-0.3231816982467863
2000-05-09,AAA10Y,-0.3231816982467863
2000-05-10,AAA10Y,-0.20819377624013333
2000-05-11,AAA10Y,-0.07020826983214976
2000-05-12,AAA10Y,-0.024213101029488572
2000-05-15,AAA10Y,-0.07020826983214976
2000-05-16,AAA10Y,-0.07020826983214976
2000-05-17,AAA10Y,-0.07020826983214976
2000-05-18,AAA10Y,-0.13920102303614154
2000-05-19,AAA10Y,-0.07020826983214976
2000-05-22,AAA10Y,-0.024213101029488572
2000-05-23,AAA10Y,-0.024213101029488572
2000-05-24,AAA10Y,-0.11620343863481095
2000-05-25,AAA10Y,-0.13920102303614154
2000-05-26,AAA10Y,-0.11620343863481095
2000-05-29,AAA10Y,-0.13345162693580903
2000-05-30,AAA10Y,-0.13920102303614154
2000-05-31,AAA10Y,-0.07020826983214976
2000-06-01,AAA10Y,-0.11620343863481095
2000-06-02,AAA10Y,-0.11620343863481095
2000-06-05,AAA10Y,-0.23119136064146392
2000-06-06,AAA10Y,-0.34617928264811687
2000-06-07,AAA10Y,-0.39217445145077806
2000-06-08,AAA10Y,-0.41517203585210866
2000-06-09,AAA10Y,-0.39217445145077806
2000-06-12,AAA10Y,-0.3231816982467863
2000-06-13,AAA10Y,-0.3001841138454557
2000-06-14,AAA10Y,-0.20819377624013333
2000-06-15,AAA10Y,-0.16219860743747214
2000-06-16,AAA10Y,-0.024213101029488572
2000-06-19,AAA10Y,0.09077482097716388
2000-06-20,AAA10Y,0.0447796521745027
2000-06-21,AAA10Y,-0.0012155166281579768
2000-06-22,AAA10Y,0.0447796521745027
2000-06-23,AAA10Y,-0.0012155166281579768
2000-06-26,AAA10Y,0.11377240537849448
2000-06-27,AAA10Y,0.0447796521745027
2000-06-28,AAA10Y,0.06777723657583329
2000-06-29,AAA10Y,0.0447796521745027
2000-06-30,AAA10Y,0.09077482097716388
2000-07-03,AAA10Y,0.11377240537849448
2000-07-04,AAA10Y,0.11377240537849448
2000-07-05,AAA10Y,0.11377240537849448
2000-07-06,AAA10Y,0.09077482097716388
2000-07-07,AAA10Y,0.06777723657583329
2000-07-10,AAA10Y,0.021782067773172105
2000-07-11,AAA10Y,0.021782067773172105
2000-07-12,AAA10Y,-0.23119136064146392
2000-07-13,AAA10Y,-0.024213101029488572
2000-07-14,AAA10Y,-0.11620343863481095
2000-07-17,AAA10Y,-0.18519619183880273
2000-07-18,AAA10Y,-0.18519619183880273
2000-07-19,AAA10Y,-0.13920102303614154
2000-07-20,AAA10Y,-0.024213101029488572
2000-07-21,AAA10Y,-0.07020826983214976
2000-07-24,AAA10Y,-0.11620343863481095
2000-07-25,AAA10Y,-0.11620343863481095
2000-07-26,AAA10Y,-0.09320585423348035
2000-07-27,AAA10Y,-0.16219860743747214
2000-07-28,AAA10Y,-0.16219860743747214
2000-07-31,AAA10Y,-0.13920102303614154
2000-08-01,AAA10Y,-0.11620343863481095
2000-08-02,AAA10Y,-0.04721068543081917
2000-08-03,AAA10Y,-0.04721068543081917
2000-08-04,AAA10Y,0.021782067773172105
2000-08-07,AAA10Y,-0.09320585423348035
2000-08-08,AAA10Y,-0.04721068543081917
2000-08-09,AAA10Y,0.27475549618780865
2000-08-10,AAA10Y,0.32075066499046984
2000-08-11,AAA10Y,0.29775308058913924
2000-08-14,AAA10Y,0.29775308058913924
2000-08-15,AAA10Y,0.25175791178647805
2000-08-16,AAA10Y,0.22876032738514746
2000-08-17,AAA10Y,0.29775308058913924
2000-08-18,AAA10Y,0.29775308058913924
2000-08-21,AAA10Y,0.32075066499046984
2000-08-22,AAA10Y,0.3897434181944616
2000-08-23,AAA10Y,0.4587361713984534
2000-08-24,AAA10Y,0.366745833793131
2000-08-25,AAA10Y,0.3897434181944616
2000-08-28,AAA10Y,0.366745833793131
2000-08-29,AAA10Y,0.34374824939180043
2000-08-30,AAA10Y,0.34374824939180043
2000-08-31,AAA10Y,0.3897434181944616
2000-09-01,AAA10Y,0.481733755799784
2000-09-04,AAA10Y,0.4644855674987859
2000-09-05,AAA10Y,0.4587361713984534
2000-09-06,AAA10Y,0.4587361713984534
2000-09-07,AAA10Y,0.3897434181944616
2000-09-08,AAA10Y,0.4357385869971228
2000-09-11,AAA10Y,0.3897434181944616
2000-09-12,AAA10Y,0.4127410025957922
2000-09-13,AAA10Y,0.481733755799784
2000-09-14,AAA10Y,0.4587361713984534
2000-09-15,AAA10Y,0.5507265090037757
2000-09-18,AAA10Y,0.5507265090037757
2000-09-19,AAA10Y,0.5047313402011145
2000-09-20,AAA10Y,0.4587361713984534
2000-09-21,AAA10Y,0.4587361713984534
2000-09-22,AAA10Y,0.5047313402011145
2000-09-25,AAA10Y,0.4587361713984534
2000-09-26,AAA10Y,0.4587361713984534
2000-09-27,AAA10Y,0.5047313402011145
2000-09-28,AAA10Y,0.4587361713984534
2000-09-29,AAA10Y,0.5047313402011145
2000-10-02,AAA10Y,0.5507265090037757
2000-10-03,AAA10Y,0.481733755799784
2000-10-04,AAA10Y,0.4357385869971228
2000-10-05,AAA10Y,0.4127410025957922
2000-10-06,AAA10Y,0.4357385869971228
2000-10-09,AAA10Y,0.34949764549213297
2000-10-10,AAA10Y,0.32075066499046984
2000-10-11,AAA10Y,0.4357385869971228
2000-10-12,AAA10Y,0.481733755799784
2000-10-13,AAA10Y,0.5047313402011145
2000-10-16,AAA10Y,0.481733755799784
2000-10-17,AAA10Y,0.5277289246024451
2000-10-18,AAA10Y,0.5737240934051063
2000-10-19,AAA10Y,0.5507265090037757
2000-10-20,AAA10Y,0.5277289246024451
2000-10-23,AAA10Y,0.5507265090037757
2000-10-24,AAA10Y,0.4357385869971228
2000-10-25,AAA10Y,0.4127410025957922
2000-10-26,AAA10Y,0.29775308058913924
2000-10-27,AAA10Y,0.27475549618780865
2000-10-30,AAA10Y,0.22876032738514746
2000-10-31,AAA10Y,0.22876032738514746
2000-11-01,AAA10Y,0.29775308058913924
2000-11-02,AAA10Y,0.22876032738514746
2000-11-03,AAA10Y,0.20576274298381686
2000-11-06,AAA10Y,0.15976757418115567
2000-11-07,AAA10Y,0.15976757418115567
2000-11-08,AAA10Y,0.09077482097716388
2000-11-09,AAA10Y,0.13676998977982507
2000-11-10,AAA10Y,0.18276515858248626
2000-11-13,AAA10Y,0.22876032738514746
2000-11-14,AAA10Y,0.20576274298381686
2000-11-15,AAA10Y,0.18276515858248626
2000-11-16,AAA10Y,0.22876032738514746
2000-11-17,AAA10Y,0.32075066499046984
2000-11-20,AAA10Y,0.34374824939180043
2000-11-21,AAA10Y,0.34374824939180043
2000-11-22,AAA10Y,0.29775308058913924
2000-11-23,AAA10Y,0.30925187278980426
2000-11-24,AAA10Y,0.32075066499046984
2000-11-27,AAA10Y,0.34374824939180043
2000-11-28,AAA10Y,0.3897434181944616
2000-11-29,AAA10Y,0.4587361713984534
2000-11-30,AAA10Y,0.481733755799784
2000-12-01,AAA10Y,0.5047313402011145
2000-12-04,AAA10Y,0.5047313402011145
2000-12-05,AAA10Y,0.5967216778064365
2000-12-06,AAA10Y,0.7117095998130895
2000-12-07,AAA10Y,0.6657144310104283
2000-12-08,AAA10Y,0.6887120154117589
2000-12-11,AAA10Y,0.5967216778064365
2000-12-12,AAA10Y,0.6197192622077671
2000-12-13,AAA10Y,0.6887120154117589
2000-12-14,AAA10Y,0.7577047686157506
2000-12-15,AAA10Y,0.8036999374184118
2000-12-18,AAA10Y,0.8726926906224036
2000-12-19,AAA10Y,0.8726926906224036
2000-12-20,AAA10Y,1.0336757814317172
2000-12-21,AAA10Y,1.1256661190370396
2000-12-22,AAA10Y,1.1256661190370396
2000-12-25,AAA10Y,1.108417930736042
2000-12-26,AAA10Y,1.1026685346357095
2000-12-27,AAA10Y,0.987680612629056
2000-12-28,AAA10Y,0.9186878594250648
2000-12-29,AAA10Y,0.964683028227726
2001-01-01,AAA10Y,1.1716612878397008
2001-01-02,AAA10Y,1.240654041043693
2001-01-03,AAA10Y,0.8036999374184118
2001-01-04,AAA10Y,1.010678197030387
2001-01-05,AAA10Y,1.217656456642362
2001-01-08,AAA10Y,1.1716612878397008
2001-01-09,AAA10Y,1.1026685346357095
2001-01-10,AAA10Y,0.8956902750237337
2001-01-11,AAA10Y,0.9416854438263949
2001-01-12,AAA10Y,0.8266975218197424
2001-01-15,AAA10Y,0.7749529569167487
2001-01-16,AAA10Y,0.7577047686157506
2001-01-17,AAA10Y,0.73470718421442
2001-01-18,AAA10Y,0.8036999374184118
2001-01-19,AAA10Y,0.7807023530170812
2001-01-22,AAA10Y,0.7577047686157506
2001-01-23,AAA10Y,0.73470718421442
2001-01-24,AAA10Y,0.6197192622077671
2001-01-25,AAA10Y,0.6427168466090977
2001-01-26,AAA10Y,0.6887120154117589
2001-01-29,AAA10Y,0.7117095998130895
2001-01-30,AAA10Y,0.7117095998130895
2001-01-31,AAA10Y,0.6887120154117589
2001-02-01,AAA10Y,0.73470718421442
2001-02-02,AAA10Y,0.7117095998130895
2001-02-05,AAA10Y,0.6427168466090977
2001-02-06,AAA10Y,0.6197192622077671
2001-02-07,AAA10Y,0.987680612629056
2001-02-08,AAA10Y,1.010678197030387
2001-02-09,AAA10Y,1.0796709502343784
2001-02-12,AAA10Y,1.1026685346357095
2001-02-13,AAA10Y,0.9186878594250648
2001-02-14,AAA10Y,0.8036999374184118
2001-02-15,AAA10Y,0.7807023530170812
2001-02-16,AAA10Y,0.8956902750237337
2001-02-19,AAA10Y,0.861193898421738
2001-02-20,AAA10Y,0.849695106221073
2001-02-21,AAA10Y,0.849695106221073
2001-02-22,AAA10Y,0.8956902750237337
2001-02-23,AAA10Y,0.9186878594250648
2001-02-26,AAA10Y,0.964683028227726
2001-02-27,AAA10Y,0.9186878594250648
2001-02-28,AAA10Y,0.987680612629056
2001-03-01,AAA10Y,1.010678197030387
2001-03-02,AAA10Y,0.987680612629056
2001-03-05,AAA10Y,0.9186878594250648
2001-03-06,AAA10Y,0.9416854438263949
2001-03-07,AAA10Y,0.964683028227726
2001-03-08,AAA10Y,0.987680612629056
2001-03-09,AAA10Y,0.8956902750237337
2001-03-12,AAA10Y,0.9416854438263949
2001-03-13,AAA10Y,0.8956902750237337
2001-03-14,AAA10Y,1.1486637034383707
2001-03-15,AAA10Y,1.240654041043693
2001-03-16,AAA10Y,1.1946588722410318
2001-03-19,AAA10Y,1.1716612878397008
2001-03-20,AAA10Y,1.240654041043693
2001-03-21,AAA10Y,1.240654041043693
2001-03-22,AAA10Y,1.240654041043693
2001-03-23,AAA10Y,1.1946588722410318
2001-03-26,AAA10Y,1.1946588722410318
2001-03-27,AAA10Y,1.0336757814317172
2001-03-28,AAA10Y,1.1486637034383707
2001-03-29,AAA10Y,1.1256661190370396
2001-03-30,AAA10Y,1.1716612878397008
2001-04-02,AAA10Y,1.1026685346357095
2001-04-03,AAA10Y,1.1946588722410318
2001-04-04,AAA10Y,1.217656456642362
2001-04-05,AAA10Y,1.1716612878397008
2001-04-06,AAA10Y,1.240654041043693
2001-04-09,AAA10Y,1.240654041043693
2001-04-10,AAA10Y,1.1486637034383707
2001-04-11,AAA10Y,1.0566733658330483
2001-04-12,AAA10Y,0.9416854438263949
2001-04-13,AAA10Y,0.9301866516257298
2001-04-16,AAA10Y,0.8956902750237337
2001-04-17,AAA10Y,0.964683028227726
2001-04-18,AAA10Y,1.0336757814317172
2001-04-19,AAA10Y,0.9416854438263949
2001-04-20,AAA10Y,0.8956902750237337
2001-04-23,AAA10Y,0.987680612629056
2001-04-24,AAA10Y,0.9186878594250648
2001-04-25,AAA10Y,0.9186878594250648
2001-04-26,AAA10Y,0.8956902750237337
2001-04-27,AAA10Y,0.7577047686157506
2001-04-30,AAA10Y,0.7117095998130895
2001-05-01,AAA10Y,0.7807023530170812
2001-05-02,AAA10Y,0.6657144310104283
2001-05-03,AAA10Y,0.6887120154117589
2001-05-04,AAA10Y,0.7577047686157506
2001-05-07,AAA10Y,0.8266975218197424
2001-05-08,AAA10Y,0.849695106221073
2001-05-09,AAA10Y,0.849695106221073
2001-05-10,AAA10Y,0.7577047686157506
2001-05-11,AAA10Y,0.5967216778064365
2001-05-14,AAA10Y,0.6197192622077671
2001-05-15,AAA10Y,0.6427168466090977
2001-05-16,AAA10Y,0.6197192622077671
2001-05-17,AAA10Y,0.5277289246024451
2001-05-18,AAA10Y,0.5507265090037757
2001-05-21,AAA10Y,0.5277289246024451
2001-05-22,AAA10Y,0.5507265090037757
2001-05-23,AAA10Y,0.6427168466090977
2001-05-24,AAA10Y,0.5277289246024451
2001-05-25,AAA10Y,0.5277289246024451
2001-05-28,AAA10Y,0.4932325480004495
2001-05-29,AAA10Y,0.481733755799784
2001-05-30,AAA10Y,0.4587361713984534
2001-05-31,AAA10Y,0.5507265090037757
2001-06-01,AAA10Y,0.481733755799784
2001-06-04,AAA10Y,0.5277289246024451
2001-06-05,AAA10Y,0.5737240934051063
2001-06-06,AAA10Y,0.6427168466090977
2001-06-07,AAA10Y,0.6197192622077671
2001-06-08,AAA10Y,0.5507265090037757
2001-06-11,AAA10Y,0.5967216778064365
2001-06-12,AAA10Y,0.6197192622077671
2001-06-13,AAA10Y,0.5967216778064365
2001-06-14,AAA10Y,0.5967216778064365
2001-06-15,AAA10Y,0.7117095998130895
2001-06-18,AAA10Y,0.73470718421442
2001-06-19,AAA10Y,0.73470718421442
2001-06-20,AAA10Y,0.73470718421442
2001-06-21,AAA10Y,0.7117095998130895
2001-06-22,AAA10Y,0.7577047686157506
2001-06-25,AAA10Y,0.73470718421442
2001-06-26,AAA10Y,0.6887120154117589
2001-06-27,AAA10Y,0.5737240934051063
2001-06-28,AAA10Y,0.5047313402011145
2001-06-29,AAA10Y,0.481733755799784
2001-07-02,AAA10Y,0.481733755799784
2001-07-03,AAA10Y,0.481733755799784
2001-07-04,AAA10Y,0.4702349635991189
2001-07-05,AAA10Y,0.4587361713984534
2001-07-06,AAA10Y,0.5047313402011145
2001-07-09,AAA10Y,0.5277289246024451
2001-07-10,AAA10Y,0.5737240934051063
2001-07-11,AAA10Y,0.6427168466090977
2001-07-12,AAA10Y,0.6197192622077671
2001-07-13,AAA10Y,0.5967216778064365
2001-07-16,AAA10Y,0.6427168466090977
2001-07-17,AAA10Y,0.6197192622077671
2001-07-18,AAA10Y,0.7577047686157506
2001-07-19,AAA10Y,0.73470718421442
2001-07-20,AAA10Y,0.7117095998130895
2001-07-23,AAA10Y,0.7117095998130895
2001-07-24,AAA10Y,0.6887120154117589
2001-07-25,AAA10Y,0.6657144310104283
2001-07-26,AAA10Y,0.7117095998130895
2001-07-27,AAA10Y,0.7577047686157506
2001-07-30,AAA10Y,0.73470718421442
2001-07-31,AAA10Y,0.7807023530170812
2001-08-01,AAA10Y,0.7577047686157506
2001-08-02,AAA10Y,0.6887120154117589
2001-08-03,AAA10Y,0.6657144310104283
2001-08-06,AAA10Y,0.6887120154117589
2001-08-07,AAA10Y,0.6887120154117589
2001-08-08,AAA10Y,1.010678197030387
2001-08-09,AAA10Y,0.9186878594250648
2001-08-10,AAA10Y,0.987680612629056
2001-08-13,AAA10Y,1.0336757814317172
2001-08-14,AAA10Y,1.0336757814317172
2001-08-15,AAA10Y,0.987680612629056
2001-08-16,AAA10Y,1.0336757814317172
2001-08-17,AAA10Y,1.1946588722410318
2001-08-20,AAA10Y,1.1026685346357095
2001-08-21,AAA10Y,1.1716612878397008
2001-08-22,AAA10Y,1.0796709502343784
2001-08-23,AAA10Y,1.0336757814317172
2001-08-24,AAA10Y,1.0336757814317172
2001-08-27,AAA10Y,1.0336757814317172
2001-08-28,AAA10Y,1.1256661190370396
2001-08-29,AAA10Y,1.1946588722410318
2001-08-30,AAA10Y,1.1716612878397008
2001-08-31,AAA10Y,1.0336757814317172
2001-09-03,AAA10Y,0.9819312165287235
2001-09-04,AAA10Y,0.964683028227726
2001-09-05,AAA10Y,0.987680612629056
2001-09-06,AAA10Y,1.0796709502343784
2001-09-07,AAA10Y,1.1946588722410318
2001-09-10,AAA10Y,1.1946588722410318
2001-09-11,AAA10Y,1.3173126557147947
2001-09-12,AAA10Y,1.4399664391885576
2001-09-13,AAA10Y,1.5626202226623205
2001-09-14,AAA10Y,2.0225719106889324
2001-09-17,AAA10Y,2.2295501703009073
2001-09-18,AAA10Y,2.2985429235048995
2001-09-19,AAA10Y,2.390533261110222
2001-09-20,AAA10Y,2.367535676708891
2001-09-21,AAA10Y,2.413530845511552
2001-09-24,AAA10Y,2.2985429235048995
2001-09-25,AAA10Y,2.3445380923075607
2001-09-26,AAA10Y,2.2755453391035685
2001-09-27,AAA10Y,2.2985429235048995
2001-09-28,AAA10Y,2.183555001498246
2001-10-01,AAA10Y,2.2295501703009073
2001-10-02,AAA10Y,2.1145622482942548
2001-10-03,AAA10Y,2.1145622482942548
2001-10-04,AAA10Y,2.0225719106889324
2001-10-05,AAA10Y,2.0685670794915936
2001-10-08,AAA10Y,2.0168225145885996
2001-10-09,AAA10Y,1.9995743262876022
2001-10-10,AAA10Y,1.9305815730836098
2001-10-11,AAA10Y,1.8155936510769575
2001-10-12,AAA10Y,1.8845864042809486
2001-10-15,AAA10Y,1.9075839886822799
2001-10-16,AAA10Y,1.9075839886822799
2001-10-17,AAA10Y,1.8385912354782874
2001-10-18,AAA10Y,1.8615888198796187
2001-10-19,AAA10Y,1.8385912354782874
2001-10-22,AAA10Y,1.8155936510769575
2001-10-23,AAA10Y,1.8155936510769575
2001-10-24,AAA10Y,1.7925960666756262
2001-10-25,AAA10Y,1.8385912354782874
2001-10-26,AAA10Y,1.8615888198796187
2001-10-29,AAA10Y,1.8845864042809486
2001-10-30,AAA10Y,1.953579157484941
2001-10-31,AAA10Y,2.0455694950902625
2001-11-01,AAA10Y,2.0455694950902625
2001-11-02,AAA10Y,2.0225719106889324
2001-11-05,AAA10Y,1.953579157484941
2001-11-06,AAA10Y,1.9995743262876022
2001-11-07,AAA10Y,1.976576741886271
2001-11-08,AAA10Y,1.8385912354782874
2001-11-09,AAA10Y,1.8155936510769575
2001-11-12,AAA10Y,1.7466008978729661
2001-11-13,AAA10Y,1.723603313471635
2001-11-14,AAA10Y,1.6546105602676426
2001-11-15,AAA10Y,1.4936274694583291
2001-11-16,AAA10Y,1.470629885056998
2001-11-19,AAA10Y,1.4936274694583291
2001-11-20,AAA10Y,1.4936274694583291
2001-11-21,AAA10Y,1.3556419630503456
2001-11-22,AAA10Y,1.3096467942476844
2001-11-23,AAA10Y,1.2636516254450232
2001-11-26,AAA10Y,1.2636516254450232
2001-11-27,AAA10Y,1.1946588722410318
2001-11-28,AAA10Y,1.1946588722410318
2001-11-29,AAA10Y,1.3556419630503456
2001-11-30,AAA10Y,1.4246347162543378
2001-12-03,AAA10Y,1.470629885056998
2001-12-04,AAA10Y,1.5166250538596593
2001-12-05,AAA10Y,1.3096467942476844
2001-12-06,AAA10Y,1.240654041043693
2001-12-07,AAA10Y,0.13676998977982507
2001-12-10,AAA10Y,0.20576274298381686
2001-12-11,AAA10Y,-0.11620343863481095
2001-12-12,AAA10Y,-0.024213101029488572
2001-12-13,AAA10Y,-0.13920102303614154
2001-12-14,AAA10Y,-0.3001841138454557
2001-12-17,AAA10Y,-0.23119136064146392
2001-12-18,AAA10Y,-0.2771865294441251
2001-12-19,AAA10Y,-0.20819377624013333
2001-12-20,AAA10Y,-0.2541889450427945
2001-12-21,AAA10Y,-0.3231816982467863
2001-12-24,AAA10Y,-0.37837590080997974
2001-12-25,AAA10Y,-0.39677396833104417
2001-12-26,AAA10Y,-0.41517203585210866
2001-12-27,AAA10Y,-0.2771865294441251
2001-12-28,AAA10Y,-0.20819377624013333
2001-12-31,AAA10Y,-0.18519619183880273
2002-01-01,AAA10Y,-0.23119136064146392
2002-01-02,AAA10Y,-0.2771865294441251
2002-01-03,AAA10Y,-0.20819377624013333
2002-01-04,AAA10Y,-0.3001841138454557
2002-01-07,AAA10Y,-0.2771865294441251
2002-01-08,AAA10Y,-0.2771865294441251
2002-01-09,AAA10Y,-0.2771865294441251
2002-01-10,AAA10Y,-0.20819377624013333
2002-01-11,AAA10Y,-0.13920102303614154
2002-01-14,AAA10Y,-0.09320585423348035
2002-01-15,AAA10Y,-0.11620343863481095
2002-01-16,AAA10Y,-0.09320585423348035
2002-01-17,AAA10Y,-0.20819377624013333
2002-01-18,AAA10Y,-0.23119136064146392
2002-01-21,AAA10Y,-0.24843954894246198
2002-01-22,AAA10Y,-0.2541889450427945
2002-01-23,AAA10Y,-0.23119136064146392
2002-01-24,AAA10Y,-0.2771865294441251
2002-01-25,AAA10Y,-0.36917686704944747
2002-01-28,AAA10Y,-0.46116720465476985
2002-01-29,AAA10Y,-0.34617928264811687
2002-01-30,AAA10Y,-0.3001841138454557
2002-01-31,AAA10Y,-0.34617928264811687
2002-02-01,AAA10Y,-0.3231816982467863
2002-02-04,AAA10Y,-0.2541889450427945
2002-02-05,AAA10Y,-0.20819377624013333
2002-02-06,AAA10Y,-0.11620343863481095
2002-02-07,AAA10Y,-0.024213101029488572
2002-02-08,AAA10Y,-0.04721068543081917
2002-02-11,AAA10Y,-0.024213101029488572
2002-02-12,AAA10Y,-0.024213101029488572
2002-02-13,AAA10Y,-0.13920102303614154
2002-02-14,AAA10Y,-0.09320585423348035
2002-02-15,AAA10Y,-0.0012155166281579768
2002-02-18,AAA10Y,0.016032671672839584
2002-02-19,AAA10Y,0.021782067773172105
2002-02-20,AAA10Y,0.0447796521745027
2002-02-21,AAA10Y,-0.0012155166281579768
2002-02-22,AAA10Y,0.021782067773172105
2002-02-25,AAA10Y,0.021782067773172105
2002-02-26,AAA10Y,-0.024213101029488572
2002-02-27,AAA10Y,0.09077482097716388
2002-02-28,AAA10Y,0.0447796521745027
2002-03-01,AAA10Y,0.021782067773172105
2002-03-04,AAA10Y,-0.04721068543081917
2002-03-05,AAA10Y,-0.09320585423348035
2002-03-06,AAA10Y,-0.07020826983214976
2002-03-07,AAA10Y,-0.20819377624013333
2002-03-08,AAA10Y,-0.2771865294441251
2002-03-11,AAA10Y,-0.2771865294441251
2002-03-12,AAA10Y,-0.2771865294441251
2002-03-13,AAA10Y,-0.18519619183880273
2002-03-14,AAA10Y,-0.2541889450427945
2002-03-15,AAA10Y,-0.20819377624013333
2002-03-18,AAA10Y,-0.23119136064146392
2002-03-19,AAA10Y,-0.18519619183880273
2002-03-20,AAA10Y,-0.20819377624013333
2002-03-21,AAA10Y,-0.3001841138454557
2002-03-22,AAA10Y,-0.3231816982467863
2002-03-25,AAA10Y,-0.3231816982467863
2002-03-26,AAA10Y,-0.2771865294441251
2002-03-27,AAA10Y,-0.2771865294441251
2002-03-28,AAA10Y,-0.3231816982467863
2002-03-29,AAA10Y,-0.33468049044745135
2002-04-01,AAA10Y,-0.36917686704944747
2002-04-02,AAA10Y,-0.2771865294441251
2002-04-03,AAA10Y,-0.2541889450427945
2002-04-04,AAA10Y,-0.23119136064146392
2002-04-05,AAA10Y,-0.18519619183880273
2002-04-08,AAA10Y,-0.18519619183880273
2002-04-09,AAA10Y,-0.20819377624013333
2002-04-10,AAA10Y,-0.23119136064146392
2002-04-11,AAA10Y,-0.23119136064146392
2002-04-12,AAA10Y,-0.18519619183880273
2002-04-15,AAA10Y,-0.18519619183880273
2002-04-16,AAA10Y,-0.20819377624013333
2002-04-17,AAA10Y,-0.3001841138454557
2002-04-18,AAA10Y,-0.13920102303614154
2002-04-19,AAA10Y,-0.16219860743747214
2002-04-22,AAA10Y,-0.07020826983214976
