date,ma7,ma21,26ema,12ema,MACD,ema,momentum,upper_band,lower_band
2011-04-19,1317.22,1318.3033333333335,1316.4013110420556,1317.9258826109076,1.524571568852025,1309.456240233981,-14.539999999999964,1342.724603161089,1293.8820635055781
2011-04-20,1314.9985714285715,1318.9814285714285,1316.1128463470163,1317.109217389021,0.9963710420047391,1311.5654134113267,7.479999999999791,1340.5415609799672,1297.4212961628898
2011-04-21,1315.8414285714284,1320.7238095238095,1317.1973184731967,1319.1485929551138,1.951274481917153,1324.0951378037755,17.74000000000001,1339.8693585187018,1301.578260528917
2011-04-25,1319.1585714285716,1322.6209523809525,1318.7304597338007,1321.954348693004,3.22388895920335,1332.9517126012586,7.020000000000209,1342.052113356101,1303.189791405804
2011-04-26,1322.1357142857144,1323.8395238095238,1319.9829708653406,1324.0004035878717,4.017432722531112,1334.4839042004196,-2.130000000000109,1343.4372404058395,1304.2418072132082
2011-04-27,1326.81,1325.4319047619047,1322.0459962972493,1327.576569222868,5.530572925618799,1342.9879680668066,11.990000000000009,1346.3567129041435,1304.5070966196658
2011-04-28,1331.95,1327.597142857143,1324.586068289578,1331.8979590985684,7.3118908089904835,1351.4359893556023,8.420000000000073,1352.0352937907273,1303.1589919235585
2011-04-29,1339.8557142857142,1329.5514285714285,1327.294384762747,1336.29593852706,9.001553764312803,1357.4653297852008,4.819999999999936,1357.9821920430445,1301.1206650998124
2011-05-02,1347.1399999999999,1331.2347619047619,1330.0307445347637,1340.4987021046832,10.467957569919463,1361.5617765950667,3.1299999999998818,1363.3836140574726,1299.085909752051
2011-05-03,1351.5485714285714,1332.92,1332.3778428680387,1343.6869794072559,11.309136539217207,1361.333925531689,-2.3899999999998727,1367.7126722321332,1298.127327767867
2011-05-04,1354.297142857143,1334.0728571428572,1334.1999992858537,1345.6768783736538,11.476879087800171,1358.1913085105627,-4.600000000000136,1370.4402538197248,1297.7054604659895
2011-05-05,1356.0214285714285,1334.7609523809524,1335.185086817463,1345.9296881915975,10.744601374134618,1350.943769503521,-9.299999999999955,1371.5909715300968,1297.930933231808
2011-05-06,1354.287142857143,1334.8785714285714,1335.1787046919296,1344.2634603197491,9.084755627819504,1340.3812565011738,-12.220000000000027,1371.7074248054096,1298.0497180517332
2011-05-09,1352.0785714285714,1335.100476190476,1335.5549869618847,1343.6382738461643,8.083286884279687,1340.2604188337245,5.100000000000136,1371.9997142370953,1298.2012381438567
2011-05-10,1350.0514285714285,1335.7090476190476,1336.3587459439177,1344.0462531029286,7.68750715901092,1344.2801396112416,6.089999999999918,1372.7730198548288,1298.6450753832664
2011-05-11,1349.1299999999999,1337.0895238095238,1337.9149484063648,1346.063842119299,8.148893712934068,1352.8667132037472,10.870000000000118,1374.8721173512179,1299.3069302678298
2011-05-12,1346.3957142857143,1337.9285714285713,1338.2263180066177,1345.4509203271316,7.224602320513895,1345.6755710679156,-15.080000000000155,1374.0734396528073,1301.7837032043353
2011-05-13,1345.2571428571428,1339.5709523809523,1339.005035967257,1345.943102061555,6.9380660942979375,1347.6585236893052,6.570000000000164,1373.990860879562,1305.1510438823427
2011-05-16,1343.892857142857,1340.6833333333332,1338.9128289395069,1344.6856679540026,5.77283901449573,1341.0661745631016,-10.88000000000011,1372.8592767988287,1308.5073898678377
2011-05-17,1343.0885714285712,1341.395238095238,1338.2082455245716,1342.3447427325038,4.13649720793228,1333.335391521034,-8.299999999999955,1372.4192579236842,1310.3712182667919
2011-05-18,1341.4857142857143,1341.838095238095,1337.520046159788,1340.2885889054226,2.768542745634477,1330.431797173678,-0.4900000000000091,1368.32080467175,1315.3553858044402
2011-05-19,1340.6842857142858,1343.530476190476,1337.7555826674468,1340.3488069772495,2.5932243098027357,1337.263932391226,11.700000000000045,1365.7098268525108,1321.3511255284413
2011-05-20,1338.7471428571428,1345.0057142857142,1338.1910116143972,1340.8489974095517,2.6579857951544454,1341.487977463742,2.9199999999998454,1366.0994405667932,1323.9119880046353
2011-05-23,1337.4885714285715,1345.1442857142856,1337.8245368667529,1339.682984216873,1.8584473501200591,1336.0093258212473,-10.329999999999927,1366.6567808593973,1323.631790569174
2011-05-24,1333.02,1344.1914285714283,1336.3018633932124,1336.2501835569592,-0.051679836253242684,1323.5831086070823,-15.900000000000091,1368.7706335390862,1319.6122236037704
2011-05-25,1329.95,1343.2880952380951,1334.811946880293,1333.1778219846706,-1.6341248956223353,1318.7143695356942,-1.0899999999999181,1370.8911572154618,1315.6850332607285
2011-05-26,1328.6642857142856,1342.0133333333333,1333.7450615616922,1331.2227586427073,-2.5223029189849058,1319.8847898452314,4.190000000000055,1370.7075131209529,1313.3191535457138
2011-05-27,1328.1942857142858,1340.5861904761905,1333.146041073833,1330.3715599192908,-2.7744811545421726,1323.7549299484106,5.220000000000027,1368.6026527608435,1312.5697281915375
2011-05-31,1326.8257142857142,1339.1871428571428,1332.993930110499,1330.4836281906248,-2.5103019198741094,1328.6516433161369,5.4099999999998545,1365.0236836065303,1313.3506021077553
2011-06-01,1327.0542857142857,1338.3104761904763,1333.9011337660647,1332.7476950779649,-1.1534386880998682,1339.683881105379,14.100000000000136,1362.0170273614303,1314.6039250195222
2011-06-02,1324.3799999999999,1336.088095238095,1332.4632398821732,1329.9480395468026,-2.5152003353705368,1322.9279603684597,-30.65000000000009,1359.9911875507075,1312.1850029254826
2011-06-03,1323.7471428571428,1334.0080952380954,1331.0128930971337,1327.3314100632851,-3.681483033848508,1316.26932012282,-1.6099999999999,1359.1139359298968,1308.902254546294
2011-06-06,1321.4442857142858,1331.7623809523811,1328.721377239231,1323.1511822962289,-5.570194943002207,1305.5297733742734,-12.779999999999973,1360.8932641666283,1302.631497738134
2011-06-07,1316.5442857142857,1329.4323809523808,1325.5616142589713,1317.4617571580932,-8.099857100878125,1292.6232577914245,-13.990000000000009,1364.599250169391,1294.2655117353704
2011-06-08,1310.722857142857,1326.8009523809526,1322.545704324073,1312.458400618497,-10.087303705576005,1287.5010859304748,-1.2300000000000182,1366.0451499540702,1287.556754807835
2011-06-09,1303.3600000000001,1323.6233333333334,1319.3548170765466,1307.3971002685503,-11.957716807996349,1282.2070286434916,-5.380000000000109,1365.1043911663655,1282.1422755003014
2011-06-10,1295.3314285714284,1320.377619047619,1317.1018921052168,1304.5667733899247,-12.535118715292128,1286.7356762144973,9.440000000000055,1363.2052072417525,1277.5500308534854
2011-06-13,1289.107142857143,1316.9919047619046,1313.6792381637624,1299.3995716747916,-14.27966648897086,1276.231892071499,-18.019999999999982,1362.6059939518855,1271.3778155719237
2011-06-14,1283.2342857142855,1313.3338095238096,1310.57407167835,1295.158095074735,-15.415976603615036,1273.2972973571661,0.849999999999909,1361.5979405224361,1265.069678525183
2011-06-15,1281.4785714285715,1310.9576190476191,1308.889665270136,1294.0368487761266,-14.852816494009403,1283.0124324523886,16.039999999999964,1359.6556607676757,1262.2595773275625
2011-06-16,1278.5142857142857,1307.9076190476192,1305.6650399890784,1289.6342536582363,-16.030786330842147,1271.2841441507962,-22.449999999999818,1359.6027408372236,1256.2124972580148
2011-06-17,1276.042857142857,1304.9866666666667,1302.8446044218672,1286.2505203761814,-16.594084045685804,1268.8547147169322,2.2200000000000273,1356.9393356523574,1253.033997680976
2011-06-20,1274.8914285714286,1301.692380952381,1300.5199077874208,1283.981208442488,-16.538699344932866,1270.6182382389773,3.8599999999999,1351.8158643025813,1251.5688976021806
2011-06-21,1273.3714285714286,1298.5857142857144,1298.8765519097767,1283.1164067868167,-15.760145122960012,1275.7794127463258,6.8599999999999,1346.9268504241813,1250.2445781472475
2011-06-22,1276.8771428571429,1296.7880952380951,1298.6276546160595,1285.0246525627683,-13.60300205329122,1288.9398042487753,17.160000000000082,1344.1545363452524,1249.421654130938
2011-06-23,1279.064285714286,1295.3485714285716,1297.77588127603,1285.3500907261757,-12.425790549854355,1287.7399347495918,-8.379999999999882,1341.8418590482281,1248.8552838089151
2011-06-24,1278.44,1293.787619047619,1296.7174467502134,1285.065461312538,-11.651985437675421,1284.9133115831974,-3.6400000000001,1338.8169719422049,1248.7582661530332
2011-06-27,1278.8728571428571,1291.310476190476,1294.6217984786263,1282.5092359545476,-12.112562524078612,1273.9377705277325,-15.049999999999955,1334.6912496542543,1247.9297027266978
2011-06-28,1280.652857142857,1289.1395238095238,1293.5452709846209,1282.1385842028958,-11.406686781725057,1278.0459235092442,11.649999999999864,1328.007905371701,1250.2711422473465
2011-06-29,1284.2485714285715,1287.5,1293.7768994864468,1284.3741869717767,-9.402712514670156,1290.4619745030814,16.570000000000164,1315.6671944308464,1259.3328055691536
2011-06-30,1288.3985714285716,1285.7004761904761,1294.7874337689937,1287.9181586610143,-6.86927510797932,1301.760658167694,10.740000000000009,1312.4136321056278,1258.9873202753245
2011-07-01,1291.9871428571428,1285.9904761904763,1296.7036237833108,1292.952288643615,-3.7513351396958114,1314.346886055898,13.230000000000018,1314.598879887731,1257.3820724932216
2011-07-05,1299.4914285714287,1287.2633333333333,1299.8881419593095,1300.1396295116965,0.25148755238706144,1331.2289620186327,19.029999999999973,1324.5297569257345,1249.996909740932
2011-07-06,1307.2600000000002,1289.0595238095239,1302.7038466634867,1305.9458408067921,3.241994143305419,1335.6629873395443,-1.7899999999999636,1332.8065936783178,1245.31245394073
2011-07-07,1317.3700000000001,1291.5857142857144,1305.4100755671925,1311.0649425573938,5.654866990201299,1338.0343291131815,1.3399999999999181,1340.632805985533,1242.5386225858958
2011-07-08,1327.8157142857144,1294.8371428571427,1308.9531621197814,1317.550336370573,8.597174250791568,1348.1581097043938,14.0,1350.5820637586535,1239.0922219556319
2011-07-11,1334.5485714285714,1297.8961904761904,1311.5354963291218,1321.5887463496451,10.053250020523365,1345.252703234798,-9.420000000000073,1357.526676109313,1238.2657048430679
2011-07-12,1336.2742857142857,1299.3480952380953,1312.1249485574092,1321.2658622830043,9.140913725595055,1328.0775677449326,-24.309999999999945,1358.2342838698864,1240.4619066063042
2011-07-13,1335.2742857142857,1301.3795238095238,1312.2372151040468,1320.092652661498,7.855437557451296,1318.4525225816442,-5.849999999999909,1358.8929500131867,1243.866097605861
2011-07-14,1332.1385714285716,1303.564761904762,1312.6434830692401,1319.7276291647133,7.084146095473216,1317.9641741938815,4.079999999999927,1360.989806679393,1246.139717130131
2011-07-15,1327.9942857142858,1304.564761904762,1312.3638792983604,1318.0572246375625,5.6933453392020965,1311.9013913979604,-8.850000000000136,1358.99831138919,1250.1312124203341
2011-07-18,1324.697142857143,1306.98,1312.6436720956801,1317.7622669949974,5.118594899317259,1314.7271304659869,7.270000000000209,1358.3555772819404,1255.6044227180596
2011-07-19,1317.8714285714286,1308.78,1312.1099251779863,1315.8665335784285,3.7566084004422464,1308.535710155329,-10.700000000000045,1357.098705716371,1260.461294283629
2011-07-20,1315.4328571428573,1311.41,1313.1931597294295,1317.537836129235,4.344676399805621,1320.665236718443,21.289999999999964,1357.7254678607255,1265.0945321392746
2011-07-21,1316.34,1313.6709523809525,1314.130175799796,1318.815092125138,4.684916325342101,1324.1150789061476,-0.8900000000001,1359.551557743361,1267.790347018544
2011-07-22,1320.6485714285716,1315.97,1316.3284034259254,1322.6589241460829,6.330520720157438,1337.2383596353825,17.960000000000036,1361.7139078601274,1270.2260921398727
2011-07-25,1324.5485714285714,1318.7261904761904,1318.454121322637,1326.099089692511,7.644968369873823,1342.426119878461,1.2200000000000273,1363.1224994147549,1274.3298815376259
2011-07-26,1328.6285714285714,1321.2942857142857,1319.8599957620754,1327.8423066759458,7.9823109138703785,1339.0953732928203,-7.589999999999918,1358.8614551858511,1283.7271162427203
2011-07-27,1330.8857142857144,1324.3176190476192,1320.7549604873502,1328.4727210374867,7.717760550136518,1334.3251244309401,-5.490000000000009,1355.812601287904,1292.8226368073344
2011-07-28,1330.8071428571427,1325.4980952380952,1319.5795963157823,1324.844610089193,5.265013773410828,1314.7017081436468,-27.049999999999955,1355.533170505453,1295.4630199707374
2011-07-29,1327.0842857142857,1325.6885714285715,1318.1786847168075,1321.1254392893702,2.946754572562668,1305.3472360478825,-4.220000000000027,1356.7789868580735,1294.5981559990696
2011-08-01,1322.2900000000002,1324.9680952380954,1316.2600090339806,1316.6876793816652,0.4276703476846251,1296.635745349294,-8.3900000000001,1359.589914628399,1290.346275847792
2011-08-02,1314.1671428571428,1323.3633333333332,1314.0878896401516,1312.1111133080842,-1.976776332067402,1290.1719151164314,-5.339999999999918,1361.2203321856632,1285.5063344810033
2011-08-03,1301.1714285714286,1319.2861904761905,1309.6401325703825,1303.178634313063,-6.46149825731959,1266.0906383721438,-32.8900000000001,1367.2181731072835,1271.3542078450976
2011-08-04,1290.1585714285716,1315.5938095238096,1305.9878861887776,1296.5880751726515,-9.399811016126023,1262.256879457381,6.289999999999964,1368.9694041340808,1262.2182149135383
2011-08-05,1271.32,1308.967619047619,1298.1413515493473,1281.7391405014896,-16.40221104785769,1220.798959819127,-60.26999999999998,1379.9427386318787,1237.9924994633595
2011-08-08,1256.2471428571428,1301.6419047619047,1290.8250351580955,1269.068503480166,-21.756531677929388,1206.5196532730424,-0.6899999999998272,1385.0460228982724,1218.237786625537
2011-08-09,1230.3600000000001,1290.9590476190479,1278.13026733397,1246.05181060464,-32.07845672933013,1148.4798844243476,-79.92000000000007,1406.1887736586325,1175.7293215794632
2011-08-10,1213.2528571428572,1283.9609523809524,1270.3074196296257,1234.7407628058281,-35.56665682379753,1164.5132948081157,53.069999999999936,1409.7701548056425,1158.1517499562624
2011-08-11,1189.5128571428572,1274.7761904761905,1259.2290387890635,1217.2052608180145,-42.02377797104896,1135.3444316027053,-51.76999999999998,1418.5255668080174,1131.0268141443637
2011-08-12,1177.8828571428571,1267.8676190476192,1252.8146101325783,1210.349066840161,-42.46554329241735,1160.2081438675684,51.88000000000011,1417.1888232210022,1118.5464148742362
2011-08-15,1166.2357142857143,1261.6742857142858,1247.3324502151884,1205.4969027074014,-41.83554750778694,1172.6093812891895,6.169999999999845,1413.8548427267742,1109.4937287017974
2011-08-16,1166.8671428571429,1256.3576190476192,1244.1587547717268,1205.3419945984756,-38.81676017325117,1193.8631270963965,25.680000000000064,1408.7422483698833,1103.972989725355
2011-08-17,1165.9214285714286,1250.9919047619046,1240.3512389710766,1203.406303120786,-36.94493585029045,1193.127709032132,-11.730000000000018,1401.6658559210027,1100.3179536028065
2011-08-18,1176.5542857142857,1244.6661904761904,1236.9094977895809,1201.9422564861786,-34.96724130340226,1193.6359030107108,1.1300000000001091,1392.368610921025,1096.9637700313558
2011-08-19,1172.0,1235.847619047619,1229.7788424825224,1192.5126785617376,-37.26616392078472,1158.311967670237,-53.24000000000001,1381.5981899772564,1090.0970481179816
2011-08-22,1172.3957142857143,1225.3585714285714,1221.9082286262835,1181.8999587796845,-40.00826984659898,1135.1239892234123,-17.12000000000012,1368.082484443578,1082.6346584135647
2011-08-23,1165.4214285714286,1214.825238095238,1214.6421524872242,1172.9645805035186,-41.67757198370555,1127.587996407804,0.2899999999999636,1352.2225298022454,1077.4279463882308
2011-08-24,1163.07,1206.4880952380952,1210.768520792289,1171.3315681179956,-39.43695267429348,1150.7626654692679,38.52999999999997,1332.304222975944,1080.6719675002464
2011-08-25,1159.2285714285715,1199.1385714285714,1208.3115117387133,1172.2959422538718,-36.015569484841535,1168.654221823089,15.25,1315.1563905499609,1083.1207523071819
2011-08-26,1154.4442857142856,1192.2042857142858,1204.6786954697782,1170.2919511375699,-34.38674433220831,1162.3980739410297,-18.329999999999927,1297.5573132780028,1086.8512581505688
2011-08-29,1152.002857142857,1186.3057142857142,1202.613548124182,1171.2931894242336,-31.32035869994843,1171.9993579803431,17.529999999999973,1279.2395184804443,1093.371910090984
2011-08-30,1161.9214285714286,1182.3914285714286,1203.1666332128277,1177.2603910519606,-25.906242160867123,1197.3864526601144,33.27999999999997,1262.328710144311,1102.4541469985463
2011-08-31,1174.6914285714286,1178.8666666666668,1203.8891224607855,1182.746484736808,-21.142637723977487,1207.7421508867048,2.8400000000001455,1252.3295873173286,1105.403746016005
2011-09-01,1188.2728571428572,1177.1923809523807,1205.0003236873447,1188.3070255469877,-16.693298140357,1215.1740502955683,5.970000000000027,1242.4065649116453,1111.9781969931162
2011-09-02,1194.282857142857,1174.5295238095237,1204.9573358480027,1190.7859446937775,-14.171391154225148,1208.0046834318562,-14.470000000000027,1240.1510982063248,1108.9079494127225
2011-09-06,1193.7642857142857,1173.2866666666666,1202.6619331627148,1188.1988762791977,-14.463056883517083,1185.3148944772854,-30.450000000000045,1237.7520674561324,1108.8212658772009
2011-09-07,1194.6171428571429,1171.6609523809525,1199.8898883826512,1184.6667414668373,-15.223146915813913,1171.9316314924283,-8.730000000000018,1231.3480243832685,1111.9738803786365
2011-09-08,1197.7342857142855,1175.4304761904762,1199.79582101395,1186.813396625876,-12.982424388073923,1189.7238771641426,33.37999999999988,1236.089843488955,1114.7711088919973
2011-09-09,1194.28,1176.067142857143,1198.7664851068225,1186.672874068044,-12.09361103877859,1187.1746257213808,-12.7199999999998,1231.064941425518,1121.0693442887678
2011-09-12,1185.8957142857143,1177.6609523809525,1195.4674392266893,1181.6816626728096,-13.785776553879714,1165.211541907127,-31.670000000000073,1233.7015191161233,1121.6203856457817
2011-09-13,1177.8071428571432,1177.1671428571428,1193.0083372272322,1178.6952530307626,-14.313084196469617,1163.2505139690422,8.039999999999964,1233.6384238674625,1120.6958618468232
2011-09-14,1173.3,1176.8842857142856,1191.5165903298277,1177.7990602567797,-13.71753007304801,1169.6635046563472,10.599999999999909,1231.8761846009127,1121.8923868276586
2011-09-15,1175.4014285714286,1176.1314285714284,1191.3064701521353,1179.4730509865365,-11.833419165598798,1182.3411682187825,15.810000000000173,1230.883544800649,1121.3793123422079
2011-09-16,1181.6685714285716,1176.91,1192.625263945895,1184.032581604063,-8.592682341832187,1200.1870560729274,20.429999999999836,1233.1528347342708,1120.6671652657294
2011-09-19,1184.152857142857,1177.9633333333334,1194.35748340614,1188.9521844342717,-5.405298971868433,1210.7356853576423,6.900000000000091,1234.314666162097,1121.6120005045698
2011-09-20,1186.7514285714285,1180.9842857142855,1195.0784170312993,1191.2810791367172,-3.7973378945821423,1206.3052284525475,-11.920000000000073,1231.6182007473749,1130.3503706811962
2011-09-21,1193.5885714285716,1184.7252380952382,1195.5977978634362,1192.9439900387763,-2.653807824659907,1203.4950761508492,-2.0,1227.2747997727286,1142.1756764177478
2011-09-22,1194.23,1186.77,1193.461648252331,1188.9156838789327,-4.545964373398419,1179.0050253836164,-35.32999999999993,1228.8075185305902,1144.7324814694098
2011-09-23,1188.042857142857,1185.2085714285713,1188.728159103478,1179.7840402051895,-8.94411889828848,1146.041675127872,-37.200000000000045,1234.5938310661684,1135.8233117909742
2011-09-26,1180.5785714285714,1183.2480952380952,1184.8541958372557,1173.1141878658916,-11.740007971364093,1139.6338917092908,6.870000000000118,1236.1285515224474,1130.367638953743
2011-09-27,1173.9842857142855,1183.4233333333334,1183.231652901893,1171.550466655747,-11.681186246146126,1155.177963903097,26.519999999999982,1237.0824540962735,1129.7642125703933
2011-09-28,1168.18,1183.3557142857144,1182.6500456939593,1172.1396256317882,-10.510420062171079,1168.645987967699,12.430000000000064,1235.657624676497,1131.0538038949317
2011-09-29,1160.6042857142857,1180.545238095238,1180.3100300555739,1168.8966063038094,-11.413423751764412,1156.921995989233,-24.320000000000164,1232.4680420398713,1128.6224341506045
2011-09-30,1154.6485714285716,1178.0442857142857,1178.8352058634803,1167.5894361032197,-11.2457697602606,1159.2406653297444,9.340000000000146,1226.9932157493547,1129.0953556792167
2011-10-03,1149.6000000000001,1173.8790476190477,1175.3229526238088,1162.0249074719413,-13.298045151867427,1140.6935551099148,-28.980000000000018,1224.7545640550575,1123.003531183038
2011-10-04,1145.267142857143,1168.8700000000001,1169.6864141837987,1152.364152476238,-17.322261707560756,1113.0511850366383,-32.190000000000055,1229.3234042400395,1108.4165957599607
2011-10-05,1143.4842857142858,1166.4880952380952,1166.2985186115443,1147.9927444029627,-18.305774208581624,1120.3170616788796,24.720000000000027,1230.1611834886858,1102.8150069875046
2011-10-06,1140.7814285714287,1165.4780952380952,1164.6489928356161,1147.3830914178905,-17.265901417725672,1136.1256872262932,20.079999999999927,1228.0332700082563,1102.922920467934
2011-10-07,1139.2942857142857,1163.8757142857144,1164.6727712225559,1150.0887696612954,-14.584001561260493,1155.3552290754312,20.940000000000055,1225.570031510997,1102.1813970604317
2011-10-10,1139.922857142857,1162.4261904761904,1163.9903416394345,1150.9151127903276,-13.075228849106907,1155.425076358477,-9.509999999999991,1224.0870873745885,1100.7652935777924
2011-10-11,1144.85,1164.362380952381,1166.2792116972644,1157.6804800533603,-8.598731643904102,1181.7350254528258,39.430000000000064,1227.6640809711187,1101.0606809336434
2011-10-12,1154.01,1165.9466666666667,1168.4466831753473,1163.505021583617,-4.941661591730281,1190.9383418176085,0.6499999999998636,1230.6776472832003,1101.2156860501332
2011-10-13,1169.4414285714286,1167.5838095238096,1171.321009911941,1170.2350182630648,-1.0859916488761883,1201.8127806058694,11.710000000000036,1234.2135793520742,1100.954039695545
2011-10-14,1180.8285714285716,1168.297142857143,1173.716496039164,1175.377323145673,1.660827106509032,1203.0442602019566,-3.589999999999918,1234.234647646859,1102.3596380674269
