date,SP500,ft3,ft6,ft9,ft100
2011-03-21,-1.3683831454801627,-0.06155099487929329,-0.24054657609312102,-0.40114489359326055,-1.4900459506022385
2011-03-22,-1.3800065982318732,-0.0714646351494076,-0.2619202167148117,-0.4300872044434221,-1.4942459238740264
2011-03-23,-1.3705010848101926,-0.08137951335229002,-0.28325030076916957,-0.45886753443267386,-1.481625997800903
2011-03-24,-1.3399422459054793,-0.09129514011321604,-0.30453340616529456,-0.48747742123443916,-1.4540591593825387
2011-03-25,-1.3295038306360478,-0.10121102619722698,-0.32576612451409537,-0.5159085089237492,-1.4149769840083737
2011-03-28,-1.3386059270424844,-0.11112668254656857,-0.34694506204835535,-0.5441525524919479,-1.3689138609589704
2011-03-29,-1.315283380848706,-0.12104162031808718,-0.36806684053797206,-0.5722014222801224,-1.320955319283197
2011-03-30,-1.293045017883395,-0.1309553509205938,-0.3891280982000808,-0.6000471083282501,-1.2761542389002827
2011-03-31,-1.2991719138024094,-0.14086738605217186,-0.4101254906037546,-0.627681724637095,-1.2389791338394878
2011-04-01,-1.2825813890505102,-0.15077723773744106,-0.43105569156898355,-0.6550975133399741,-1.2128523004069685
2011-04-04,-1.2814215651316851,-0.16068441836477215,-0.45191539405964753,-0.6822868487815872,-1.1998233771107654
2011-04-05,-1.28202669065455,-0.17058844072343868,-0.47270131107017743,-0.7092422415011658,-1.2004072967759214
2011-04-06,-1.274689543689805,-0.18048881804071865,-0.493410176505621,-0.7359563421172816,-1.2135966597723724
2011-04-07,-1.27980789707071,-0.1903850640189237,-0.5140387460548281,-0.7624219451117374,-1.2370393391946277
2011-04-08,-1.2932719399544694,-0.2002766928723715,-0.5345837980564605,-0.7886319925100266,-1.2673547124829314
2011-04-11,-1.3026261719954335,-0.21016321936428228,-0.5550421343575533,-0.8145795774559589,-1.3005480969120533
2011-04-12,-1.3285961423517492,-0.220044158843605,-0.57541058116434,-0.8402579476780963,-1.3324740912659125
2011-04-13,-1.327965803265431,-0.22991902728176902,-0.5956859898850702,-0.8656605088457663,-1.3592963517978585
2011-04-14,-1.327688454067451,-0.2397873413093531,-0.6158652379645377,-0.8907808278124817,-1.377893971164422
2011-04-15,-1.3146782553258405,-0.2496486182526723,-0.6359452297100564,-0.9156126357446944,-1.3861725641605003
2011-04-18,-1.351338776586115,-0.2595023761702807,-0.6559228971086095,-0.9401498311339027,-1.3832503188550254
2011-04-19,-1.3324790311234709,-0.2693481338893797,-0.6757952006349062,-0.9643864826902196,-1.3695041538052244
2011-04-20,-1.2877501695583211,-0.27918541104214056,-0.6955591300500907,-0.9883168321156073,-1.346476999808441
2011-04-21,-1.2700502480145015,-0.28901372810192044,-0.7152117051908407,-1.0119352967550728,-1.3166623253314125
2011-04-22,-1.27139287026836,-0.29883260641939036,-0.7347499767485938,-1.035236472124224,-1.2831947299616142
2011-04-25,-1.2754207370299342,-0.3086415682585504,-0.7541710270386658,-1.0582151343116668,-1.2494844476997327
2011-04-26,-1.2451896744501063,-0.3184401368326438,-0.7734719707590009,-1.0808662422548452,-1.2188380951666984
2011-04-27,-1.2239598540229046,-0.32822783633995883,-0.7926499557383114,-1.103184939888002,-1.194107662805669
2011-04-28,-1.211806916438687,-0.3380041919995192,-0.8117021636733762,-1.1251665581610557,-1.177404817735334
2011-04-29,-1.203915071077982,-0.3477687300866594,-0.8306258108552436,-1.146806616928275,-1.1699087994304687
2011-05-02,-1.209941112743185,-0.3575209779684746,-0.8494181488841291,-1.16810082670575,-1.1717846742344882
2011-05-03,-1.2215393519314428,-0.367260464139158,-0.8680764653727615,-1.1890450902967473,-1.1822158574344184
2011-05-04,-1.244987965942485,-0.3769867182552018,-0.8865980846379653,-1.2096355042841433,-1.1995420892202362
2011-05-05,-1.2757989404817254,-0.386699271170475,-0.9049803683802484,-1.2298683603892415,-1.2214828638740993
2011-05-06,-1.262940023120831,-0.3963976549711697,-0.9232207163511963,-1.2497401466963705,-1.2454178313384072
2011-05-09,-1.2475849629781164,-0.4060814030106058,-0.9413165670084453,-1.2692475487427635,-1.2686907377509293
2011-05-10,-1.2201778195049946,-0.41575004994390236,-0.9592653981580367,-1.2883874504733457,-1.2889024396870354
2011-05-11,-1.2581998731917174,-0.4254031317625062,-0.9770647275839517,-1.307156935060124,-1.3041613547543591
2011-05-12,-1.241634562003271,-0.43504018582857357,-0.9947121136646274,-1.3255532855860168,-1.313265909655187
2011-05-13,-1.2690669190398454,-0.44466075090920454,-1.0122051559762566,-1.3435739855930267,-1.3158022714192632
2011-05-16,-1.2899941767056142,-0.45426436721052965,-1.0295414958826974,-1.3612167194948044,-1.3121508085812164
2011-05-17,-1.291229641314798,-0.463850576411633,-1.046718817111791,-1.3784793728537101,-1.3034051250748466
2011-05-18,-1.2617297720750995,-0.4734189216983281,-1.0637348463179312,-1.395360032522633,-1.2912169674759837
2011-05-19,-1.254367411546902,-0.4829689477967705,-1.0805873536306925,-1.411856986651882,-1.2775878126899398
2011-05-20,-1.2804130225935757,-0.49250020100689984,-1.0972741531893613,-1.4279687245616004,-1.264632752410725
2011-05-23,-1.320502588483422,-0.5020122292357247,-1.1137931036632058,-1.4436939364802428,-1.2543439968246057
2011-05-24,-1.3232508668997698,-0.5115045820304345,-1.130142108757322,-1.4590315131497604,-1.2483798878593482
2011-05-25,-1.3126863838130745,-0.5209768106113344,-1.146319117703912,-1.4739805452982286,-1.2479010640922203
2011-05-26,-1.2995249036907477,-0.5304284679046151,-1.162322125738835,-1.4885403229807763,-1.253468981544753
2011-05-27,-1.285884365862819,-0.5398591085749307,-1.1781491745633008,-1.502710334789741,-1.2650142112750273
2011-05-30,-1.259221022511553,-0.5492682890578071,-1.1937983527905656,-1.5164902669351057,-1.2818737608089386
2011-05-31,-1.250333241394464,-0.5586555675918611,-1.2092677963774925,-1.5298800021963477,-1.3028890522795837
2011-06-01,-1.3276128133770928,-0.5680205042508297,-1.2245556890408622,-1.542879618746929,-1.3265499718487597
2011-06-02,-1.3316721970929826,-0.5773626609754141,-1.2396602626583035,-1.5554893888527626,-1.351166213548347
2011-06-03,-1.363895131185576,-0.5866816016049272,-1.2545797976537352,-1.567709777446076,-1.375045338918266
2011-06-06,-1.3991689064559505,-0.5959768919087518,-1.269312623367208,-1.5795414405761754,-1.3966576277303893
2011-06-07,-1.4022701747606368,-0.6052480996175887,-1.2838571184090417,-1.5909852237387279,-1.414770681379878
2011-06-08,-1.4158350718982076,-0.6144947944545152,-1.2982117109981606,-1.602042160085237,-1.428541387828699
2011-06-09,-1.392033467998827,-0.6237165481658322,-1.3123748792845342,-1.612713468514507,-1.4375586144002281
2011-06-10,-1.4374683093406528,-0.6329129345517078,-1.3263451516556428,-1.623000551647953,-1.4418361183233985
2011-06-13,-1.4353251564471707,-0.6420835294966112,-1.34012110702687,-1.6329049936907083,-1.4417609111192975
2011-06-14,-1.3948826006689865,-0.6512279109995327,-1.3537013751157723,-1.642428558180558,-1.4380070271923922
2011-06-15,-1.4514870506203723,-0.6603456592039887,-1.3670846367001275,-1.651573185626816,-1.4314278375447895
2011-06-16,-1.4458896395338656,-0.6694363564278127,-1.3802696238597245,-1.6603409910413292,-1.4229414377020275
2011-06-17,-1.4361572040411108,-0.6784995871927219,-1.393255120201817,-1.6687342613638836,-1.4134231812130436
2011-06-20,-1.4188606995125357,-0.6875349382536619,-1.4060399610702012,-1.676755452784347,-1.4036173104236653
2011-06-21,-1.3755942246276447,-0.6965419986279306,-1.4186230337378651,-1.6844071879639653,-1.39407623088139
2011-06-22,-1.3967231908010351,-0.705520359624066,-1.4310032775831676,-1.691692253158298,-1.3851317961703873
2011-06-23,-1.4059009278978305,-0.7144696148705103,-1.4431796842495206,-1.6986135952443386,-1.3768985918436365
2011-06-24,-1.4438473408941943,-0.7233893603440388,-1.4551512977885346,-1.7051743186544452,-1.3693051947163493
2011-06-27,-1.41447353947176,-0.7322791943979519,-1.4669172147866165,-1.71137768221976,-1.3621462196414498
2011-06-28,-1.3726946648305802,-0.7411387177900332,-1.4784765844749892,-1.7172270959258562,-1.3551459940257469
2011-06-29,-1.3456152976823443,-0.7499675337102621,-1.4898286088231334,-1.7227261175834232,-1.3480240897954778
2011-06-30,-1.3122577532343778,-0.7587652478082866,-1.5009725426156382,-1.727878449416832,-1.3405536748712712
2011-07-01,-1.2642763419838257,-0.767531468220653,-1.51190769351247,-1.7326879345735107,-1.3326055278022944
2011-07-04,-1.2676612628773551,-0.7762658055977825,-1.5226334220926514,-1.7371585535570777,-1.3241732554224888
2011-07-05,-1.268789569841865,-0.7849678731307047,-1.5331491418813776,-1.741294420587253,-1.3153783398201608
2011-07-06,-1.265410952339199,-0.7936372865775312,-1.5434543193605765,-1.7450997798895957,-1.3064566641383277
2011-07-07,-1.230111963505372,-0.8022736642896843,-1.5535484739629462,-1.7485790019181848,-1.2977307064992216
2011-07-08,-1.253863140277847,-0.8108766272378604,-1.5634311780494883,-1.7517365795143656,-1.2895733160061724
2011-07-11,-1.3151573130314422,-0.8194457990377395,-1.5731020568705818,-1.7545771240047543,-1.2823696928354427
2011-07-12,-1.3299072476512912,-0.8279808059754328,-1.5825607885106345,-1.7571053612417162,-1.2764838373141325
2011-07-13,-1.319620113762576,-0.836481277032664,-1.5918071038163548,-1.7593261275895562,-1.2722344163040358
2011-07-14,-1.3419341174182458,-0.8449468439116925,-1.6008407863087077,-1.7612443658597141,-1.269882959594883
2011-07-15,-1.323603856788108,-0.8533771410599607,-1.6096616720786001,-1.7628651211982564,-1.2696348820318253
2011-07-18,-1.3505823696825328,-0.861771805694477,-1.6182696496663644,-1.7641935369290032,-1.27165141378695
2011-07-19,-1.2969026930916632,-0.8701304778259248,-1.626664659925114,-1.7652348503556359,-1.2760684884624123
2011-07-20,-1.2991467002389567,-0.878452800282501,-1.6348466958680399,-1.7659943885261666,-1.2830173019829254
2011-07-21,-1.253863140277847,-0.8867384187334773,-1.6428158024997315,-1.7664775639631396,-1.2926408241118643
2011-07-22,-1.2507870855366134,-0.8949869817124791,-1.650572076631602,-1.7666898703629794,-1.3051010935198155
2011-07-25,-1.269924180197238,-0.9031981406404935,-1.6581156666815253,-1.7666368782678834,-1.3205735858842007
2011-07-26,-1.2837664265327888,-0.911371549848589,-1.6654467724577584,-1.7663242307136882,-1.339227106116518
2011-07-27,-1.3519691156724332,-0.9195068666003584,-1.6725656449272757,-1.765757638857123,-1.361190206962176
2011-07-28,-1.3626092394494866,-0.9276037511140672,-1.6794725859686013,-1.764942877585875,-1.3865076995369057
2011-07-29,-1.3837634191863304,-0.9356618665845252,-1.6861679481092686,-1.763885781114896,-1.4150930080271165
2011-08-01,-1.39722746207009,-0.9436808792046613,-1.6926521342480196,-1.762592238572363,-1.4466835848712223
2011-08-02,-1.480154872266131,-0.951660458186814,-1.698925597361859,-1.761068189578706,-1.480807090354397
2011-08-03,-1.4642955408543616,-0.9596002757837256,-1.7049888401981113,-1.7593196198221133,-1.5167654270508293
2011-08-04,-1.616257687783987,-0.9675000073092415,-1.710842414951591,-1.7573525566338986,-1.553642029866651
2011-08-05,-1.6179974236622252,-0.97535933115872,-1.716486922927046,-1.7551730645671062,-1.5903352215839444
2011-08-08,-1.819504222776472,-0.983177928829139,-1.7219230141870034,-1.7527872409817222,-1.6256172572839376
2011-08-09,-1.6856958415328152,-0.990955484938904,-1.727151387185171,-1.7502012116398153,-1.6582152974732596
2011-08-10,-1.8162264595276167,-0.9986916872473599,-1.732172788385551,-1.7474211263139394,-1.6869074104612434
2011-08-11,-1.6854184923348348,-1.0063862266739974,-1.7369880118674212,-1.7444531544120743,-1.7106242363599828
2011-08-12,-1.6698617236844986,-1.0140387973173564,-1.7415978989163432,-1.7413034806223782,-1.728545503817593
2011-08-15,-1.6051132927378784,-1.0216490964736256,-1.7460033376013757,-1.7379783005809715,-1.7401804125273843
2011-08-16,-1.634688802667935,-1.0292168246549334,-1.7502052623386546,-1.7344838165659564,-1.745422062279506
2011-08-17,-1.631839669997776,-1.0367416856073355,-1.7542046534415192,-1.7308262332208346,-1.7445685366379333
2011-08-18,-1.7660766818201294,-1.0442233863284873,-1.7580025366573724,-1.7270117533104383,-1.7383066874103195
2011-08-19,-1.8092423024512096,-1.0516616370850076,-1.7615999826914512,-1.7230465735124703,-1.727658730531995
2011-08-22,-1.8085111091110808,-1.0590561514295367,-1.7649981067177039,-1.718936880247678,-1.7138959796857898
2011-08-23,-1.711363249127698,-1.06640664621747,-1.7681980678769693,-1.7146888455516627,-1.698427902371414
2011-08-24,-1.6729125648622791,-1.0737128416233883,-1.771201068762642,-1.71030862299127,-1.6826777049526218
2011-08-25,-1.71912902667114,-1.080974461157163,-1.774008354894054,-1.7058023436284508,-1.6679574488206512
2011-08-26,-1.674929649938498,-1.088191231679752,-1.7766212141777475,-1.701176112034442,-1.6553560196298558
2011-08-29,-1.5910189107678006,-1.095362883418671,-1.7790409763568726,-1.6964360023570497,-1.645652040008775
2011-08-30,-1.583858258747224,-1.1024891499831548,-1.7812690124489128,-1.6915880544437742,-1.6392611447138004
2011-08-31,-1.568805761365942,-1.1095697683789838,-1.7833067341719584,-1.6866382700234348,-1.6362232145971443
2011-09-01,-1.6052897876820476,-1.1166044790230076,-1.7851555933597527,-1.681592608948927,-1.6362306261188522
2011-09-02,-1.6820650883956214,-1.1235930257573297,-1.7868170813657283,-1.67645698550364,-1.6386938456675437
2011-09-05,-1.6985736690662985,-1.1305351558631762,-1.7882927284562735,-1.6712372647740334,-1.6428363442134863
2011-09-06,-1.704076529289858,-1.1374306200744446,-1.7895841031934487,-1.6659392590907887,-1.6478073539095632
2011-09-07,-1.619913654484633,-1.1442791725909172,-1.7906928118073968,-1.660568724540881,-1.6527988603609836
2011-09-08,-1.65198530719651,-1.1510805710911576,-1.7916204975586827,-1.6551313575528526,-1.6571526953775872
2011-09-09,-1.7318366626513175,-1.157834576745074,-1.792368840090803,-1.649632791557504,-1.6604447494737407
2011-09-12,-1.7115649576353198,-1.164540954226158,-1.7929395547731122,-1.644078593726126,-1.662536043993483
2011-09-13,-1.6848385803754224,-1.1711994717233938,-1.7933343920344096,-1.6384742617883412,-1.6635843820876375
2011-09-14,-1.64497593655665,-1.1778099009528376,-1.793555136687443,-1.6328252209315477,-1.664015072765237
2011-09-15,-1.593464626422716,-1.1843720171688699,-1.7936036072445767,-1.6271368207838495,-1.6644542279982313
2011-09-16,-1.5760672676403296,-1.1908855991751115,-1.7934816552248827,-1.6214143324823305,-1.6656327695593085
2011-09-19,-1.606121835275988,-1.1973504293350126,-1.79319116445291,-1.615662945828401,-1.6682729870710715
2011-09-20,-1.6111645479665349,-1.2037662935821092,-1.7927340503493996,-1.6098877665318958,-1.6729718040523123
2011-09-21,-1.7002440676450423,-1.2101329814299444,-1.7921122592141958,-1.6040938135455058,-1.6800955386047955
2011-09-22,-1.7940385236892114,-1.2164502859816602,-1.7913277675016364,-1.598286016491045,-1.6896997929779696
2011-09-23,-1.7767168055971831,-1.2227180039392522,-1.7903825810886673,-1.5924692131789817,-1.701485287840636
2011-09-26,-1.7098504353205335,-1.228935935612493,-1.7892787345359755,-1.586648147222555,-1.7147962904387528
2011-09-27,-1.6785099759487856,-1.2351038849275169,-1.7880182903423907,-1.5808274657477397,-1.7286632542446128
2011-09-28,-1.7398293622658343,-1.2412216594350753,-1.7866033381928363,-1.575011717200202,-1.741885983859124
2011-09-29,-1.716279894000981,-1.247289070318452,-1.785035994200113,-1.5692053492503573,-1.7531486948811752
2011-09-30,-1.7893488008870029,-1.2533059324010438,-1.7833184001407705,-1.5634127067974746,-1.761154350328361
2011-10-03,-1.870511261641352,-1.2592720641536048,-1.7814527226853736,-1.5576380300737638,-1.7647631113833797
2011-10-04,-1.8081833327861947,-1.2651872877011585,-1.7794411526234144,-1.5518854528492472,-1.7631189618779777
2011-10-05,-1.757554497373106,-1.271051428829564,-1.777285904083165,-1.5461590007381272,-1.7557496667912174
2011-10-06,-1.7047572955030816,-1.2768643169917553,-1.7749892137467573,-1.540462589607308,-1.742628095938613
2011-10-07,-1.7287353943466313,-1.282625785313638,-1.772553340060754,-1.5348000240875985,-1.7241872637063174
2011-10-10,-1.6293183136525025,-1.2883356705996503,-1.7699805624425209,-1.5291749961880696,-1.7012867071729103
2011-10-11,-1.6276794320280752,-1.2939938133379836,-1.7672731804826554,-1.5235910840139166,-1.675133433244174
2011-10-12,-1.598154349224924,-1.2996000577054743,-1.7644335131437847,-1.5180517505881328,-1.6471659496841438
2011-10-13,-1.6072060185044552,-1.3051542515721455,-1.7614638979559927,-1.5125603427771526,-1.618914226850323
2011-10-14,-1.554459243761337,-1.3106562465054237,-1.758366690209191,-1.5071200903206012,-1.591851295814199
2011-10-17,-1.6142658162712211,-1.3161058977740094,-1.7551442621426918,-1.5017341049651332,-1.5672532241031347
2011-10-18,-1.5524421586851178,-1.3215030643514156,-1.7517990021322944,-1.4964053797023222,-1.546083285775666
2011-10-19,-1.591523182036855,-1.3268476089191659,-1.7483333138751567,-1.4911367881104034,-1.528913352656347
2011-10-20,-1.577630508574399,-1.3321393978696556,-1.7447496155727413,-1.4859310837996527,-1.515891195071415
2011-10-21,-1.51999230252145,-1.337378301308679,-1.7410503391121361,-1.4807908999610548,-1.5067569962408034
2011-10-24,-1.4798018823777923,-1.3425641930576162,-1.737237929246021,-1.4757187490178447,-1.5009065853295527
2011-10-25,-1.543188780897965,-1.3476969506552847,-1.7333148427715748,-1.4707170223794215,-1.4974933646991913
2011-10-26,-1.5105372162266748,-1.3527764553594561,-1.7292835477086108,-1.465787990297042,-1.4955563048580234
2011-10-27,-1.4031526494814828,-1.3578025921480348,-1.725146522477225,-1.4609338018206364,-1.4941582585629318
2011-10-28,-1.401891971308846,-1.3627752497199017,-1.7209062550752425,-1.4561564848559787,-1.4925175845830803
2011-10-31,-1.482045889525086,-1.3676943204954244,-1.7165652422557502,-1.4514579463213928,-1.4901168349950036
2011-11-01,-1.570343788736559,-1.372559700616629,-1.7121259887049942,-1.4468399724030747,-1.4867749718749845
2011-11-02,-1.5208747772422957,-1.3773712899470398,-1.7075910062209316,-1.4423042289080403,-1.4826739325542284
2011-11-03,-1.46225324221469,-1.3821289920711861,-1.702962812892718,-1.4378522617136347,-1.4783358528566657
2011-11-04,-1.482222384469255,-1.3868327142937702,-1.6982439322814096,-1.4334854973124538,-1.474553241776417
2011-11-07,-1.4623288829050485,-1.3914823676385126,-1.6934368926021648,-1.4292052434514653,-1.47228017186888
2011-11-08,-1.4250128089950025,-1.3960778668466531,-1.6885442259082155,-1.4250126898640265,-1.4724974194253007
2011-11-09,-1.5430627130807013,-1.4006191303751265,-1.683568467276901,-1.4209089090934455,-1.4760678700033512
2011-11-10,-1.5163615493842562,-1.4051060803944078,-1.678512153998021,-1.4168948574066442,-1.4835999813669432
2011-11-11,-1.4554455800824522,-1.4095386427860241,-1.6733778247648052,-1.4129713757964277,-1.4953364715541881
2011-11-14,-1.4858783511699014,-1.413916747139739,-1.668168018867748,-1.4091391910707758,-1.5110827245113534
2011-11-15,-1.4706745724079031,-1.418240326750405,-1.6628852753916035,-1.4053989170275394,-1.5301849710452875
2011-11-16,-1.523370920024116,-1.4225093186144897,-1.6575321324157886,-1.4017510557128254,-1.5515626095884234
2011-11-17,-1.5757647048788963,-1.4267236634262779,-1.65211112621848,-1.398195998761325,-1.573792732432712
2011-11-18,-1.5769749559246276,-1.430883305573737,-1.6466247904846558,-1.394734028816747,-1.5952387485355055
2011-11-21,-1.6341341042719748,-1.4349881931340673,-1.6410756555183543,-1.391365321030497,-1.6142096657421927
2011-11-22,-1.6465896046176254,-1.4390382778689237,-1.6354662474594088,-1.388089944636652,-1.629132743183263
2011-11-23,-1.712775208681051,-1.4430335152193097,-1.6297990875049124,-1.384907864601245,-1.6387203124443064
2011-11-24,-1.7167085245796774,-1.4469738643001533,-1.6240766911356754,-1.381818943343827,-1.6421118365098735
2011-11-25,-1.7206418404783037,-1.4508592878945585,-1.6183015673479253,-1.3788229425292,-1.6389747204234477
2011-11-28,-1.6352182875004426,-1.454689752447735,-1.612476217890501,-1.375919524927197,-1.629551747877028
2011-11-29,-1.6285619067489203,-1.458465228060614,-1.6066031365077897,-1.3731082563383115,-1.614648811778488
2011-11-30,-1.498031288754119,-1.4621856884831343,-1.6006848081886509,-1.3703886075829588,-1.5955631844626148
2011-12-01,-1.5040321168558697,-1.4658511111072197,-1.5947237084215737,-1.3677599565520884,-1.5739591910046136
2011-12-02,-1.5047885237594516,-1.4694614769594367,-1.5887223024563009,-1.365221590316846,-1.5517040548892131
2011-12-05,-1.4725151625399528,-1.4730167706933364,-1.582683044572166,-1.3627727072949343,-1.530681204813264
2011-12-06,-1.4690104772200223,-1.4765169805814833,-1.5766083773533628,-1.3604124194712912,-1.512600945945251
2011-12-07,-1.4626062321030284,-1.4799620985071698,-1.5705007309713916,-1.3581397546706813,-1.4988288052312704
2011-12-08,-1.5298255922680162,-1.4833521199558184,-1.5643625224749014,-1.355953658879733,-1.49025000553873
2011-12-09,-1.477280526032519,-1.4866870440060784,-1.5581961550871526,-1.3538529986159813,-1.487184611596271
2011-12-12,-1.5244803168160364,-1.4899668733206062,-1.5520040175113263,-1.3518365633413927,-1.4893623594416752
2011-12-13,-1.5515596839642722,-1.4931916141365433,-1.5457884832438822,-1.3499030679178672,-1.495959651594231
2011-12-14,-1.586631750727025,-1.4963612762556853,-1.5395519098961952,-1.3480511551021659,-1.5056944060730308
2011-12-15,-1.5767228202901005,-1.4994758730343494,-1.5332966385246725,-1.3462793980777146,-1.5169681509718709
2011-12-16,-1.5668643169800816,-1.5025354213729316,-1.527024992969555,-1.3445863030207001,-1.5280396615498277
2011-12-19,-1.6029449262809436,-1.5055399417051707,-1.520739279202605,-1.342970311697874,-1.537211109353387
2011-12-20,-1.5123021656683664,-1.5084894579871042,-1.514441784683886,-1.3414298040934591,-1.5430064961783327
2011-12-21,-1.5062004833128046,-1.5113839976857326,-1.5081347777278167,-1.3399631010625597,-1.5443232004336884
2011-12-22,-1.4802809400833945,-1.5142235917673785,-1.5018205068787014,-1.3385684670084408,-1.5405406352121467
2011-12-23,-1.4517139726914476,-1.517008274685754,-1.495501200295909,-1.3372441125810755,-1.5315749332182564
2011-12-26,-1.451524870965552,-1.5197380843697377,-1.4891790651488992,-1.335988197394331,-1.5178746663618263
2011-12-27,-1.45146183705692,-1.5224130622108514,-1.4828562870222604,-1.334798832759166,-1.500359181572198
2011-12-28,-1.491274053748786,-1.5250332530504496,-1.4765350293309334,-1.33367408443023,-1.4803074453444094
2011-12-29,-1.457538305849029,-1.5275987051666258,-1.470217432745803,-1.332611975363253,-1.4592106308263713
2011-12-30,-1.4712040572404106,-1.5301094702608204,-1.4639056146298075,-1.3316104884806061,-1.4386054633323042
2012-01-02,-1.434404861381146,-1.5325656034441502,-1.4576016684847293,-1.3306675694424568,-1.4199071569179054
2012-01-03,-1.422138462761391,-1.5349671632234547,-1.4513076634088349,-1.3297811294209172,-1.4042604479654324
2012-01-04,-1.4215333372385257,-1.5373142114870555,-1.445025643565497,-1.3289490478746344,-1.3924248294301373
2012-01-05,-1.4120530373802975,-1.5396068134902396,-1.438757627662963,-1.328169175321253,-1.3847059147844214
2012-01-06,-1.420247445502436,-1.5418450378404662,-1.432505608445402,-1.3274393361052372,-1.3809394150806815
2012-01-09,-1.4129607256645955,-1.5440289564822884,-1.4262715521953662,-1.326757331158512,-1.3805281354614287
2012-01-10,-1.3842676904553852,-1.5461586446820128,-1.4200573982478133,-1.3261209407514698,-1.3825263915234938
2012-01-11,-1.3832591479172758,-1.5482341810120763,-1.413865058515803,-1.3255279272318492,-1.3857609954544032
2012-01-12,-1.3756446517545502,-1.5502556473351592,-1.4076964170280017,-1.3249760377490702,-1.3889740542345872
2012-01-13,-1.3918065459277529,-1.5522231287880248,-1.4015533294781046,-1.3244630069616012,-1.3909706817023118
2012-01-16,-1.3831456868817382,-1.5541367137650965,-1.3954376227863052,-1.3239865597250073,-1.3907545673265285
2012-01-17,-1.3802587338664003,-1.5559964939017707,-1.389351094672902,-1.323544413758316,-1.3876361498684413
2012-01-18,-1.3440268431848224,-1.5578025640574613,-1.3832955132441627,-1.3231342822864094,-1.381301670068386
2012-01-19,-1.3277388811943565,-1.5595550222983936,-1.3772726165905365,-1.322753876656166,-1.371836184428853
2012-01-20,-1.3255200876105155,-1.561253969880132,-1.371284112397311,-1.3224009089241333,-1.3596991321004066
2012-01-23,-1.3239568466764464,-1.562899511229856,-1.365331677567809,-1.322073094413535,-1.3456566068448692
2012-01-24,-1.327360677742565,-1.5644917539283827,-1.3594169578592012,-1.321768154238475,-1.3306794488678768
2012-01-25,-1.2986172154064493,-1.5660308086919343,-1.353541567531018,-1.3214838177932287,-1.3158200697775055
2012-01-26,-1.3178299507574318,-1.5675167893536592,-1.3477070890064415,-1.3212178252045845,-1.3020831356656217
2012-01-27,-1.3231247990825064,-1.5689498128449082,-1.3419150725464362,-1.3209679297452144,-1.2903056278693683
